facility_id,facility_name,county,is_houston_area,hospital_ownership,measure_id,measure_name,top_box_pct,completed_surveys
450864,BAYLOR SCOTT & WHITE TEXAS SPINE & JOINT HOSPITAL,SMITH,False,Physician,H_COMP_5_A_P,"Patients who reported that staff ""Always"" explained about medicines before giving it to them — Staff ""always"" explained",66.0,404.0
450864,BAYLOR SCOTT & WHITE TEXAS SPINE & JOINT HOSPITAL,SMITH,False,Physician,H_COMP_6_Y_P,"Patients who reported that YES, they were given information about what to do during their recovery at home — Yes, staff ""did"" give patients this information",90.0,404.0
450864,BAYLOR SCOTT & WHITE TEXAS SPINE & JOINT HOSPITAL,SMITH,False,Physician,H_HSP_RATING_9_10,"Patients who gave their hospital a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest) — Patients who gave a rating of ""9"" or ""10"" (high)",81.0,404.0
450864,BAYLOR SCOTT & WHITE TEXAS SPINE & JOINT HOSPITAL,SMITH,False,Physician,H_QUIET_HSP_A_P,"Patients who reported that the area around their room was ""Always"" quiet at night — ""Always"" quiet at night",70.0,404.0
450864,BAYLOR SCOTT & WHITE TEXAS SPINE & JOINT HOSPITAL,SMITH,False,Physician,H_RECMND_DY,"Patients who reported YES, they would definitely recommend the hospital — ""YES"", patients would definitely recommend the hospital",86.0,404.0
670025,BAYLOR SCOTT & WHITE THE HEART HOSPITAL PLANO,COLLIN,False,Physician,H_CLEAN_HSP_A_P,"Patients who reported that their room and bathroom were ""Always"" clean — Room was ""always"" clean",79.0,2065.0
670025,BAYLOR SCOTT & WHITE THE HEART HOSPITAL PLANO,COLLIN,False,Physician,H_COMP_1_A_P,"Patients who reported that their nurses ""Always"" communicated well — Nurses ""always"" communicated well",84.0,2065.0
670025,BAYLOR SCOTT & WHITE THE HEART HOSPITAL PLANO,COLLIN,False,Physician,H_COMP_2_A_P,"Patients who reported that their doctors ""Always"" communicated well — Doctors ""always"" communicated well",83.0,2065.0
670025,BAYLOR SCOTT & WHITE THE HEART HOSPITAL PLANO,COLLIN,False,Physician,H_COMP_5_A_P,"Patients who reported that staff ""Always"" explained about medicines before giving it to them — Staff ""always"" explained",67.0,2065.0
670025,BAYLOR SCOTT & WHITE THE HEART HOSPITAL PLANO,COLLIN,False,Physician,H_COMP_6_Y_P,"Patients who reported that YES, they were given information about what to do during their recovery at home — Yes, staff ""did"" give patients this information",90.0,2065.0
670025,BAYLOR SCOTT & WHITE THE HEART HOSPITAL PLANO,COLLIN,False,Physician,H_HSP_RATING_9_10,"Patients who gave their hospital a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest) — Patients who gave a rating of ""9"" or ""10"" (high)",87.0,2065.0
670025,BAYLOR SCOTT & WHITE THE HEART HOSPITAL PLANO,COLLIN,False,Physician,H_QUIET_HSP_A_P,"Patients who reported that the area around their room was ""Always"" quiet at night — ""Always"" quiet at night",70.0,2065.0
670025,BAYLOR SCOTT & WHITE THE HEART HOSPITAL PLANO,COLLIN,False,Physician,H_RECMND_DY,"Patients who reported YES, they would definitely recommend the hospital — ""YES"", patients would definitely recommend the hospital",88.0,2065.0
670082,BAYLOR SCOTT AND WHITE  MEDICAL CENTER  MCKINNEY,COLLIN,False,Voluntary non-profit - Private,H_CLEAN_HSP_A_P,"Patients who reported that their room and bathroom were ""Always"" clean — Room was ""always"" clean",73.0,1263.0
670082,BAYLOR SCOTT AND WHITE  MEDICAL CENTER  MCKINNEY,COLLIN,False,Voluntary non-profit - Private,H_COMP_1_A_P,"Patients who reported that their nurses ""Always"" communicated well — Nurses ""always"" communicated well",79.0,1263.0
670082,BAYLOR SCOTT AND WHITE  MEDICAL CENTER  MCKINNEY,COLLIN,False,Voluntary non-profit - Private,H_COMP_2_A_P,"Patients who reported that their doctors ""Always"" communicated well — Doctors ""always"" communicated well",79.0,1263.0
670082,BAYLOR SCOTT AND WHITE  MEDICAL CENTER  MCKINNEY,COLLIN,False,Voluntary non-profit - Private,H_COMP_5_A_P,"Patients who reported that staff ""Always"" explained about medicines before giving it to them — Staff ""always"" explained",60.0,1263.0
670082,BAYLOR SCOTT AND WHITE  MEDICAL CENTER  MCKINNEY,COLLIN,False,Voluntary non-profit - Private,H_COMP_6_Y_P,"Patients who reported that YES, they were given information about what to do during their recovery at home — Yes, staff ""did"" give patients this information",87.0,1263.0
670082,BAYLOR SCOTT AND WHITE  MEDICAL CENTER  MCKINNEY,COLLIN,False,Voluntary non-profit - Private,H_HSP_RATING_9_10,"Patients who gave their hospital a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest) — Patients who gave a rating of ""9"" or ""10"" (high)",79.0,1263.0
670082,BAYLOR SCOTT AND WHITE  MEDICAL CENTER  MCKINNEY,COLLIN,False,Voluntary non-profit - Private,H_QUIET_HSP_A_P,"Patients who reported that the area around their room was ""Always"" quiet at night — ""Always"" quiet at night",64.0,1263.0
670082,BAYLOR SCOTT AND WHITE  MEDICAL CENTER  MCKINNEY,COLLIN,False,Voluntary non-profit - Private,H_RECMND_DY,"Patients who reported YES, they would definitely recommend the hospital — ""YES"", patients would definitely recommend the hospital",79.0,1263.0
450137,BAYLOR SCOTT AND WHITE ALL SAINTS MEDICAL CENTER,TARRANT,False,Voluntary non-profit - Private,H_CLEAN_HSP_A_P,"Patients who reported that their room and bathroom were ""Always"" clean — Room was ""always"" clean",67.0,1160.0
450137,BAYLOR SCOTT AND WHITE ALL SAINTS MEDICAL CENTER,TARRANT,False,Voluntary non-profit - Private,H_COMP_1_A_P,"Patients who reported that their nurses ""Always"" communicated well — Nurses ""always"" communicated well",79.0,1160.0
450137,BAYLOR SCOTT AND WHITE ALL SAINTS MEDICAL CENTER,TARRANT,False,Voluntary non-profit - Private,H_COMP_2_A_P,"Patients who reported that their doctors ""Always"" communicated well — Doctors ""always"" communicated well",78.0,1160.0
450137,BAYLOR SCOTT AND WHITE ALL SAINTS MEDICAL CENTER,TARRANT,False,Voluntary non-profit - Private,H_COMP_5_A_P,"Patients who reported that staff ""Always"" explained about medicines before giving it to them — Staff ""always"" explained",63.0,1160.0
450137,BAYLOR SCOTT AND WHITE ALL SAINTS MEDICAL CENTER,TARRANT,False,Voluntary non-profit - Private,H_COMP_6_Y_P,"Patients who reported that YES, they were given information about what to do during their recovery at home — Yes, staff ""did"" give patients this information",87.0,1160.0
450137,BAYLOR SCOTT AND WHITE ALL SAINTS MEDICAL CENTER,TARRANT,False,Voluntary non-profit - Private,H_HSP_RATING_9_10,"Patients who gave their hospital a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest) — Patients who gave a rating of ""9"" or ""10"" (high)",74.0,1160.0
450137,BAYLOR SCOTT AND WHITE ALL SAINTS MEDICAL CENTER,TARRANT,False,Voluntary non-profit - Private,H_QUIET_HSP_A_P,"Patients who reported that the area around their room was ""Always"" quiet at night — ""Always"" quiet at night",56.0,1160.0
450137,BAYLOR SCOTT AND WHITE ALL SAINTS MEDICAL CENTER,TARRANT,False,Voluntary non-profit - Private,H_RECMND_DY,"Patients who reported YES, they would definitely recommend the hospital — ""YES"", patients would definitely recommend the hospital",74.0,1160.0
670107,BAYLOR SCOTT AND WHITE EMERGENCY HOSPITAL,JOHNSON,False,Proprietary,H_CLEAN_HSP_A_P,"Patients who reported that their room and bathroom were ""Always"" clean — Room was ""always"" clean",68.0,49.0
670107,BAYLOR SCOTT AND WHITE EMERGENCY HOSPITAL,JOHNSON,False,Proprietary,H_COMP_1_A_P,"Patients who reported that their nurses ""Always"" communicated well — Nurses ""always"" communicated well",84.0,49.0
670107,BAYLOR SCOTT AND WHITE EMERGENCY HOSPITAL,JOHNSON,False,Proprietary,H_COMP_2_A_P,"Patients who reported that their doctors ""Always"" communicated well — Doctors ""always"" communicated well",62.0,49.0
670107,BAYLOR SCOTT AND WHITE EMERGENCY HOSPITAL,JOHNSON,False,Proprietary,H_COMP_5_A_P,"Patients who reported that staff ""Always"" explained about medicines before giving it to them — Staff ""always"" explained",66.0,49.0
670107,BAYLOR SCOTT AND WHITE EMERGENCY HOSPITAL,JOHNSON,False,Proprietary,H_COMP_6_Y_P,"Patients who reported that YES, they were given information about what to do during their recovery at home — Yes, staff ""did"" give patients this information",82.0,49.0
670107,BAYLOR SCOTT AND WHITE EMERGENCY HOSPITAL,JOHNSON,False,Proprietary,H_HSP_RATING_9_10,"Patients who gave their hospital a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest) — Patients who gave a rating of ""9"" or ""10"" (high)",75.0,49.0
670107,BAYLOR SCOTT AND WHITE EMERGENCY HOSPITAL,JOHNSON,False,Proprietary,H_QUIET_HSP_A_P,"Patients who reported that the area around their room was ""Always"" quiet at night — ""Always"" quiet at night",66.0,49.0
670107,BAYLOR SCOTT AND WHITE EMERGENCY HOSPITAL,JOHNSON,False,Proprietary,H_RECMND_DY,"Patients who reported YES, they would definitely recommend the hospital — ""YES"", patients would definitely recommend the hospital",77.0,49.0
450742,BAYLOR SCOTT AND WHITE MEDICAL CENTER LAKE POINTE,DALLAS,False,Voluntary non-profit - Private,H_CLEAN_HSP_A_P,"Patients who reported that their room and bathroom were ""Always"" clean — Room was ""always"" clean",72.0,688.0
450742,BAYLOR SCOTT AND WHITE MEDICAL CENTER LAKE POINTE,DALLAS,False,Voluntary non-profit - Private,H_COMP_1_A_P,"Patients who reported that their nurses ""Always"" communicated well — Nurses ""always"" communicated well",76.0,688.0
450742,BAYLOR SCOTT AND WHITE MEDICAL CENTER LAKE POINTE,DALLAS,False,Voluntary non-profit - Private,H_COMP_2_A_P,"Patients who reported that their doctors ""Always"" communicated well — Doctors ""always"" communicated well",77.0,688.0
450742,BAYLOR SCOTT AND WHITE MEDICAL CENTER LAKE POINTE,DALLAS,False,Voluntary non-profit - Private,H_COMP_5_A_P,"Patients who reported that staff ""Always"" explained about medicines before giving it to them — Staff ""always"" explained",60.0,688.0
450742,BAYLOR SCOTT AND WHITE MEDICAL CENTER LAKE POINTE,DALLAS,False,Voluntary non-profit - Private,H_COMP_6_Y_P,"Patients who reported that YES, they were given information about what to do during their recovery at home — Yes, staff ""did"" give patients this information",86.0,688.0
450742,BAYLOR SCOTT AND WHITE MEDICAL CENTER LAKE POINTE,DALLAS,False,Voluntary non-profit - Private,H_HSP_RATING_9_10,"Patients who gave their hospital a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest) — Patients who gave a rating of ""9"" or ""10"" (high)",72.0,688.0
450742,BAYLOR SCOTT AND WHITE MEDICAL CENTER LAKE POINTE,DALLAS,False,Voluntary non-profit - Private,H_QUIET_HSP_A_P,"Patients who reported that the area around their room was ""Always"" quiet at night — ""Always"" quiet at night",63.0,688.0
450742,BAYLOR SCOTT AND WHITE MEDICAL CENTER LAKE POINTE,DALLAS,False,Voluntary non-profit - Private,H_RECMND_DY,"Patients who reported YES, they would definitely recommend the hospital — ""YES"", patients would definitely recommend the hospital",69.0,688.0
670060,BAYLOR SCOTT AND WHITE MEDICAL CENTER SUNNYVALE,DALLAS,False,Proprietary,H_CLEAN_HSP_A_P,"Patients who reported that their room and bathroom were ""Always"" clean — Room was ""always"" clean",61.0,388.0
670060,BAYLOR SCOTT AND WHITE MEDICAL CENTER SUNNYVALE,DALLAS,False,Proprietary,H_COMP_1_A_P,"Patients who reported that their nurses ""Always"" communicated well — Nurses ""always"" communicated well",65.0,388.0
670060,BAYLOR SCOTT AND WHITE MEDICAL CENTER SUNNYVALE,DALLAS,False,Proprietary,H_COMP_2_A_P,"Patients who reported that their doctors ""Always"" communicated well — Doctors ""always"" communicated well",71.0,388.0
670060,BAYLOR SCOTT AND WHITE MEDICAL CENTER SUNNYVALE,DALLAS,False,Proprietary,H_COMP_5_A_P,"Patients who reported that staff ""Always"" explained about medicines before giving it to them — Staff ""always"" explained",49.0,388.0
670060,BAYLOR SCOTT AND WHITE MEDICAL CENTER SUNNYVALE,DALLAS,False,Proprietary,H_COMP_6_Y_P,"Patients who reported that YES, they were given information about what to do during their recovery at home — Yes, staff ""did"" give patients this information",79.0,388.0
670060,BAYLOR SCOTT AND WHITE MEDICAL CENTER SUNNYVALE,DALLAS,False,Proprietary,H_HSP_RATING_9_10,"Patients who gave their hospital a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest) — Patients who gave a rating of ""9"" or ""10"" (high)",55.0,388.0
670060,BAYLOR SCOTT AND WHITE MEDICAL CENTER SUNNYVALE,DALLAS,False,Proprietary,H_QUIET_HSP_A_P,"Patients who reported that the area around their room was ""Always"" quiet at night — ""Always"" quiet at night",54.0,388.0
670060,BAYLOR SCOTT AND WHITE MEDICAL CENTER SUNNYVALE,DALLAS,False,Proprietary,H_RECMND_DY,"Patients who reported YES, they would definitely recommend the hospital — ""YES"", patients would definitely recommend the hospital",51.0,388.0
450422,BAYLOR SCOTT AND WHITE MEDICAL CENTER UPTOWN,DALLAS,False,Proprietary,H_CLEAN_HSP_A_P,"Patients who reported that their room and bathroom were ""Always"" clean — Room was ""always"" clean",77.0,77.0
450422,BAYLOR SCOTT AND WHITE MEDICAL CENTER UPTOWN,DALLAS,False,Proprietary,H_COMP_1_A_P,"Patients who reported that their nurses ""Always"" communicated well — Nurses ""always"" communicated well",79.0,77.0
450422,BAYLOR SCOTT AND WHITE MEDICAL CENTER UPTOWN,DALLAS,False,Proprietary,H_COMP_2_A_P,"Patients who reported that their doctors ""Always"" communicated well — Doctors ""always"" communicated well",83.0,77.0
450422,BAYLOR SCOTT AND WHITE MEDICAL CENTER UPTOWN,DALLAS,False,Proprietary,H_COMP_5_A_P,"Patients who reported that staff ""Always"" explained about medicines before giving it to them — Staff ""always"" explained",54.0,77.0
450422,BAYLOR SCOTT AND WHITE MEDICAL CENTER UPTOWN,DALLAS,False,Proprietary,H_COMP_6_Y_P,"Patients who reported that YES, they were given information about what to do during their recovery at home — Yes, staff ""did"" give patients this information",87.0,77.0
450422,BAYLOR SCOTT AND WHITE MEDICAL CENTER UPTOWN,DALLAS,False,Proprietary,H_HSP_RATING_9_10,"Patients who gave their hospital a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest) — Patients who gave a rating of ""9"" or ""10"" (high)",73.0,77.0
450422,BAYLOR SCOTT AND WHITE MEDICAL CENTER UPTOWN,DALLAS,False,Proprietary,H_QUIET_HSP_A_P,"Patients who reported that the area around their room was ""Always"" quiet at night — ""Always"" quiet at night",71.0,77.0
450422,BAYLOR SCOTT AND WHITE MEDICAL CENTER UPTOWN,DALLAS,False,Proprietary,H_RECMND_DY,"Patients who reported YES, they would definitely recommend the hospital — ""YES"", patients would definitely recommend the hospital",74.0,77.0
670067,BAYLOR SCOTT AND WHITE ORTHOPEDIC AND SPINE HOSPI,TARRANT,False,Proprietary,H_CLEAN_HSP_A_P,"Patients who reported that their room and bathroom were ""Always"" clean — Room was ""always"" clean",85.0,347.0
670067,BAYLOR SCOTT AND WHITE ORTHOPEDIC AND SPINE HOSPI,TARRANT,False,Proprietary,H_COMP_1_A_P,"Patients who reported that their nurses ""Always"" communicated well — Nurses ""always"" communicated well",85.0,347.0
670067,BAYLOR SCOTT AND WHITE ORTHOPEDIC AND SPINE HOSPI,TARRANT,False,Proprietary,H_COMP_2_A_P,"Patients who reported that their doctors ""Always"" communicated well — Doctors ""always"" communicated well",84.0,347.0
670067,BAYLOR SCOTT AND WHITE ORTHOPEDIC AND SPINE HOSPI,TARRANT,False,Proprietary,H_COMP_5_A_P,"Patients who reported that staff ""Always"" explained about medicines before giving it to them — Staff ""always"" explained",68.0,347.0
670067,BAYLOR SCOTT AND WHITE ORTHOPEDIC AND SPINE HOSPI,TARRANT,False,Proprietary,H_COMP_6_Y_P,"Patients who reported that YES, they were given information about what to do during their recovery at home — Yes, staff ""did"" give patients this information",91.0,347.0
670067,BAYLOR SCOTT AND WHITE ORTHOPEDIC AND SPINE HOSPI,TARRANT,False,Proprietary,H_HSP_RATING_9_10,"Patients who gave their hospital a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest) — Patients who gave a rating of ""9"" or ""10"" (high)",82.0,347.0
670067,BAYLOR SCOTT AND WHITE ORTHOPEDIC AND SPINE HOSPI,TARRANT,False,Proprietary,H_QUIET_HSP_A_P,"Patients who reported that the area around their room was ""Always"" quiet at night — ""Always"" quiet at night",69.0,347.0
670067,BAYLOR SCOTT AND WHITE ORTHOPEDIC AND SPINE HOSPI,TARRANT,False,Proprietary,H_RECMND_DY,"Patients who reported YES, they would definitely recommend the hospital — ""YES"", patients would definitely recommend the hospital",82.0,347.0
670076,BAYLOR SCOTT AND WHITE SURGICAL HOSPITAL AT SHERMA,GRAYSON,False,Physician,H_CLEAN_HSP_A_P,"Patients who reported that their room and bathroom were ""Always"" clean — Room was ""always"" clean",78.0,92.0
670076,BAYLOR SCOTT AND WHITE SURGICAL HOSPITAL AT SHERMA,GRAYSON,False,Physician,H_COMP_1_A_P,"Patients who reported that their nurses ""Always"" communicated well — Nurses ""always"" communicated well",92.0,92.0
670076,BAYLOR SCOTT AND WHITE SURGICAL HOSPITAL AT SHERMA,GRAYSON,False,Physician,H_COMP_2_A_P,"Patients who reported that their doctors ""Always"" communicated well — Doctors ""always"" communicated well",89.0,92.0
670076,BAYLOR SCOTT AND WHITE SURGICAL HOSPITAL AT SHERMA,GRAYSON,False,Physician,H_COMP_5_A_P,"Patients who reported that staff ""Always"" explained about medicines before giving it to them — Staff ""always"" explained",76.0,92.0
670076,BAYLOR SCOTT AND WHITE SURGICAL HOSPITAL AT SHERMA,GRAYSON,False,Physician,H_COMP_6_Y_P,"Patients who reported that YES, they were given information about what to do during their recovery at home — Yes, staff ""did"" give patients this information",89.0,92.0
670076,BAYLOR SCOTT AND WHITE SURGICAL HOSPITAL AT SHERMA,GRAYSON,False,Physician,H_HSP_RATING_9_10,"Patients who gave their hospital a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest) — Patients who gave a rating of ""9"" or ""10"" (high)",82.0,92.0
670076,BAYLOR SCOTT AND WHITE SURGICAL HOSPITAL AT SHERMA,GRAYSON,False,Physician,H_QUIET_HSP_A_P,"Patients who reported that the area around their room was ""Always"" quiet at night — ""Always"" quiet at night",75.0,92.0
670076,BAYLOR SCOTT AND WHITE SURGICAL HOSPITAL AT SHERMA,GRAYSON,False,Physician,H_RECMND_DY,"Patients who reported YES, they would definitely recommend the hospital — ""YES"", patients would definitely recommend the hospital",86.0,92.0
450880,BAYLOR SCOTT AND WHITE SURGICAL HOSPITAL FORTWORTH,TARRANT,False,Physician,H_CLEAN_HSP_A_P,"Patients who reported that their room and bathroom were ""Always"" clean — Room was ""always"" clean",74.0,296.0
450880,BAYLOR SCOTT AND WHITE SURGICAL HOSPITAL FORTWORTH,TARRANT,False,Physician,H_COMP_1_A_P,"Patients who reported that their nurses ""Always"" communicated well — Nurses ""always"" communicated well",75.0,296.0
450880,BAYLOR SCOTT AND WHITE SURGICAL HOSPITAL FORTWORTH,TARRANT,False,Physician,H_COMP_2_A_P,"Patients who reported that their doctors ""Always"" communicated well — Doctors ""always"" communicated well",83.0,296.0
450880,BAYLOR SCOTT AND WHITE SURGICAL HOSPITAL FORTWORTH,TARRANT,False,Physician,H_COMP_5_A_P,"Patients who reported that staff ""Always"" explained about medicines before giving it to them — Staff ""always"" explained",61.0,296.0
450880,BAYLOR SCOTT AND WHITE SURGICAL HOSPITAL FORTWORTH,TARRANT,False,Physician,H_COMP_6_Y_P,"Patients who reported that YES, they were given information about what to do during their recovery at home — Yes, staff ""did"" give patients this information",88.0,296.0
450880,BAYLOR SCOTT AND WHITE SURGICAL HOSPITAL FORTWORTH,TARRANT,False,Physician,H_HSP_RATING_9_10,"Patients who gave their hospital a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest) — Patients who gave a rating of ""9"" or ""10"" (high)",75.0,296.0
450880,BAYLOR SCOTT AND WHITE SURGICAL HOSPITAL FORTWORTH,TARRANT,False,Physician,H_QUIET_HSP_A_P,"Patients who reported that the area around their room was ""Always"" quiet at night — ""Always"" quiet at night",75.0,296.0
450880,BAYLOR SCOTT AND WHITE SURGICAL HOSPITAL FORTWORTH,TARRANT,False,Physician,H_RECMND_DY,"Patients who reported YES, they would definitely recommend the hospital — ""YES"", patients would definitely recommend the hospital",74.0,296.0
450193,Baylor St Lukes Medical Center,HARRIS,True,Voluntary non-profit - Church,H_CLEAN_HSP_A_P,"Patients who reported that their room and bathroom were ""Always"" clean — Room was ""always"" clean",59.0,518.0
450193,Baylor St Lukes Medical Center,HARRIS,True,Voluntary non-profit - Church,H_COMP_1_A_P,"Patients who reported that their nurses ""Always"" communicated well — Nurses ""always"" communicated well",74.0,518.0
450193,Baylor St Lukes Medical Center,HARRIS,True,Voluntary non-profit - Church,H_COMP_2_A_P,"Patients who reported that their doctors ""Always"" communicated well — Doctors ""always"" communicated well",79.0,518.0
450193,Baylor St Lukes Medical Center,HARRIS,True,Voluntary non-profit - Church,H_COMP_5_A_P,"Patients who reported that staff ""Always"" explained about medicines before giving it to them — Staff ""always"" explained",57.0,518.0
450193,Baylor St Lukes Medical Center,HARRIS,True,Voluntary non-profit - Church,H_COMP_6_Y_P,"Patients who reported that YES, they were given information about what to do during their recovery at home — Yes, staff ""did"" give patients this information",83.0,518.0
450193,Baylor St Lukes Medical Center,HARRIS,True,Voluntary non-profit - Church,H_HSP_RATING_9_10,"Patients who gave their hospital a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest) — Patients who gave a rating of ""9"" or ""10"" (high)",70.0,518.0
450193,Baylor St Lukes Medical Center,HARRIS,True,Voluntary non-profit - Church,H_QUIET_HSP_A_P,"Patients who reported that the area around their room was ""Always"" quiet at night — ""Always"" quiet at night",60.0,518.0
450193,Baylor St Lukes Medical Center,HARRIS,True,Voluntary non-profit - Church,H_RECMND_DY,"Patients who reported YES, they would definitely recommend the hospital — ""YES"", patients would definitely recommend the hospital",66.0,518.0
450874,BAYLOR SURGICAL HOSPITAL AT LAS COLINAS,DALLAS,False,Proprietary,H_CLEAN_HSP_A_P,"Patients who reported that their room and bathroom were ""Always"" clean — Room was ""always"" clean",79.0,191.0
450874,BAYLOR SURGICAL HOSPITAL AT LAS COLINAS,DALLAS,False,Proprietary,H_COMP_1_A_P,"Patients who reported that their nurses ""Always"" communicated well — Nurses ""always"" communicated well",81.0,191.0
450874,BAYLOR SURGICAL HOSPITAL AT LAS COLINAS,DALLAS,False,Proprietary,H_COMP_2_A_P,"Patients who reported that their doctors ""Always"" communicated well — Doctors ""always"" communicated well",81.0,191.0
450874,BAYLOR SURGICAL HOSPITAL AT LAS COLINAS,DALLAS,False,Proprietary,H_COMP_5_A_P,"Patients who reported that staff ""Always"" explained about medicines before giving it to them — Staff ""always"" explained",54.0,191.0
450874,BAYLOR SURGICAL HOSPITAL AT LAS COLINAS,DALLAS,False,Proprietary,H_COMP_6_Y_P,"Patients who reported that YES, they were given information about what to do during their recovery at home — Yes, staff ""did"" give patients this information",88.0,191.0
450874,BAYLOR SURGICAL HOSPITAL AT LAS COLINAS,DALLAS,False,Proprietary,H_HSP_RATING_9_10,"Patients who gave their hospital a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest) — Patients who gave a rating of ""9"" or ""10"" (high)",77.0,191.0
450874,BAYLOR SURGICAL HOSPITAL AT LAS COLINAS,DALLAS,False,Proprietary,H_QUIET_HSP_A_P,"Patients who reported that the area around their room was ""Always"" quiet at night — ""Always"" quiet at night",70.0,191.0
450874,BAYLOR SURGICAL HOSPITAL AT LAS COLINAS,DALLAS,False,Proprietary,H_RECMND_DY,"Patients who reported YES, they would definitely recommend the hospital — ""YES"", patients would definitely recommend the hospital",78.0,191.0
450021,BAYLOR UNIVERSITY MEDICAL CENTER,DALLAS,False,Voluntary non-profit - Private,H_CLEAN_HSP_A_P,"Patients who reported that their room and bathroom were ""Always"" clean — Room was ""always"" clean",68.0,2542.0
450021,BAYLOR UNIVERSITY MEDICAL CENTER,DALLAS,False,Voluntary non-profit - Private,H_COMP_1_A_P,"Patients who reported that their nurses ""Always"" communicated well — Nurses ""always"" communicated well",78.0,2542.0
450021,BAYLOR UNIVERSITY MEDICAL CENTER,DALLAS,False,Voluntary non-profit - Private,H_COMP_2_A_P,"Patients who reported that their doctors ""Always"" communicated well — Doctors ""always"" communicated well",80.0,2542.0
450021,BAYLOR UNIVERSITY MEDICAL CENTER,DALLAS,False,Voluntary non-profit - Private,H_COMP_5_A_P,"Patients who reported that staff ""Always"" explained about medicines before giving it to them — Staff ""always"" explained",61.0,2542.0
450021,BAYLOR UNIVERSITY MEDICAL CENTER,DALLAS,False,Voluntary non-profit - Private,H_COMP_6_Y_P,"Patients who reported that YES, they were given information about what to do during their recovery at home — Yes, staff ""did"" give patients this information",86.0,2542.0
450021,BAYLOR UNIVERSITY MEDICAL CENTER,DALLAS,False,Voluntary non-profit - Private,H_HSP_RATING_9_10,"Patients who gave their hospital a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest) — Patients who gave a rating of ""9"" or ""10"" (high)",71.0,2542.0
450021,BAYLOR UNIVERSITY MEDICAL CENTER,DALLAS,False,Voluntary non-profit - Private,H_QUIET_HSP_A_P,"Patients who reported that the area around their room was ""Always"" quiet at night — ""Always"" quiet at night",56.0,2542.0
450021,BAYLOR UNIVERSITY MEDICAL CENTER,DALLAS,False,Voluntary non-profit - Private,H_RECMND_DY,"Patients who reported YES, they would definitely recommend the hospital — ""YES"", patients would definitely recommend the hospital",74.0,2542.0
451378,BIG BEND REGIONAL MEDICAL CENTER,BREWSTER,False,Proprietary,H_CLEAN_HSP_A_P,"Patients who reported that their room and bathroom were ""Always"" clean — Room was ""always"" clean",72.0,102.0
451378,BIG BEND REGIONAL MEDICAL CENTER,BREWSTER,False,Proprietary,H_COMP_1_A_P,"Patients who reported that their nurses ""Always"" communicated well — Nurses ""always"" communicated well",82.0,102.0
451378,BIG BEND REGIONAL MEDICAL CENTER,BREWSTER,False,Proprietary,H_COMP_2_A_P,"Patients who reported that their doctors ""Always"" communicated well — Doctors ""always"" communicated well",77.0,102.0
451378,BIG BEND REGIONAL MEDICAL CENTER,BREWSTER,False,Proprietary,H_COMP_5_A_P,"Patients who reported that staff ""Always"" explained about medicines before giving it to them — Staff ""always"" explained",55.0,102.0
451378,BIG BEND REGIONAL MEDICAL CENTER,BREWSTER,False,Proprietary,H_COMP_6_Y_P,"Patients who reported that YES, they were given information about what to do during their recovery at home — Yes, staff ""did"" give patients this information",88.0,102.0
451378,BIG BEND REGIONAL MEDICAL CENTER,BREWSTER,False,Proprietary,H_HSP_RATING_9_10,"Patients who gave their hospital a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest) — Patients who gave a rating of ""9"" or ""10"" (high)",64.0,102.0
451378,BIG BEND REGIONAL MEDICAL CENTER,BREWSTER,False,Proprietary,H_QUIET_HSP_A_P,"Patients who reported that the area around their room was ""Always"" quiet at night — ""Always"" quiet at night",65.0,102.0
451378,BIG BEND REGIONAL MEDICAL CENTER,BREWSTER,False,Proprietary,H_RECMND_DY,"Patients who reported YES, they would definitely recommend the hospital — ""YES"", patients would definitely recommend the hospital",64.0,102.0
45069F,Brooke Army Medical Center (FT Sam Houston),BEXAR,False,Department of Defense,H_CLEAN_HSP_A_P,"Patients who reported that their room and bathroom were ""Always"" clean — Room was ""always"" clean",76.0,3271.0
45069F,Brooke Army Medical Center (FT Sam Houston),BEXAR,False,Department of Defense,H_COMP_1_A_P,"Patients who reported that their nurses ""Always"" communicated well — Nurses ""always"" communicated well",86.0,3271.0
45069F,Brooke Army Medical Center (FT Sam Houston),BEXAR,False,Department of Defense,H_COMP_2_A_P,"Patients who reported that their doctors ""Always"" communicated well — Doctors ""always"" communicated well",87.0,3271.0
