facility_id,facility_name,county,is_houston_area,hospital_ownership,measure_id,measure_name,top_box_pct,completed_surveys
450675,MEDICAL CITY ARLINGTON,TARRANT,False,Proprietary,H_COMP_1_A_P,"Patients who reported that their nurses ""Always"" communicated well — Nurses ""always"" communicated well",71.0,810.0
450675,MEDICAL CITY ARLINGTON,TARRANT,False,Proprietary,H_COMP_2_A_P,"Patients who reported that their doctors ""Always"" communicated well — Doctors ""always"" communicated well",70.0,810.0
450675,MEDICAL CITY ARLINGTON,TARRANT,False,Proprietary,H_COMP_5_A_P,"Patients who reported that staff ""Always"" explained about medicines before giving it to them — Staff ""always"" explained",54.0,810.0
450675,MEDICAL CITY ARLINGTON,TARRANT,False,Proprietary,H_COMP_6_Y_P,"Patients who reported that YES, they were given information about what to do during their recovery at home — Yes, staff ""did"" give patients this information",80.0,810.0
450675,MEDICAL CITY ARLINGTON,TARRANT,False,Proprietary,H_HSP_RATING_9_10,"Patients who gave their hospital a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest) — Patients who gave a rating of ""9"" or ""10"" (high)",59.0,810.0
450675,MEDICAL CITY ARLINGTON,TARRANT,False,Proprietary,H_QUIET_HSP_A_P,"Patients who reported that the area around their room was ""Always"" quiet at night — ""Always"" quiet at night",58.0,810.0
450675,MEDICAL CITY ARLINGTON,TARRANT,False,Proprietary,H_RECMND_DY,"Patients who reported YES, they would definitely recommend the hospital — ""YES"", patients would definitely recommend the hospital",58.0,810.0
450647,MEDICAL CITY DALLAS HOSPITAL,DALLAS,False,Proprietary,H_CLEAN_HSP_A_P,"Patients who reported that their room and bathroom were ""Always"" clean — Room was ""always"" clean",67.0,1291.0
450647,MEDICAL CITY DALLAS HOSPITAL,DALLAS,False,Proprietary,H_COMP_1_A_P,"Patients who reported that their nurses ""Always"" communicated well — Nurses ""always"" communicated well",71.0,1291.0
450647,MEDICAL CITY DALLAS HOSPITAL,DALLAS,False,Proprietary,H_COMP_2_A_P,"Patients who reported that their doctors ""Always"" communicated well — Doctors ""always"" communicated well",74.0,1291.0
450647,MEDICAL CITY DALLAS HOSPITAL,DALLAS,False,Proprietary,H_COMP_5_A_P,"Patients who reported that staff ""Always"" explained about medicines before giving it to them — Staff ""always"" explained",54.0,1291.0
450647,MEDICAL CITY DALLAS HOSPITAL,DALLAS,False,Proprietary,H_COMP_6_Y_P,"Patients who reported that YES, they were given information about what to do during their recovery at home — Yes, staff ""did"" give patients this information",80.0,1291.0
450647,MEDICAL CITY DALLAS HOSPITAL,DALLAS,False,Proprietary,H_HSP_RATING_9_10,"Patients who gave their hospital a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest) — Patients who gave a rating of ""9"" or ""10"" (high)",65.0,1291.0
450647,MEDICAL CITY DALLAS HOSPITAL,DALLAS,False,Proprietary,H_QUIET_HSP_A_P,"Patients who reported that the area around their room was ""Always"" quiet at night — ""Always"" quiet at night",64.0,1291.0
450647,MEDICAL CITY DALLAS HOSPITAL,DALLAS,False,Proprietary,H_RECMND_DY,"Patients who reported YES, they would definitely recommend the hospital — ""YES"", patients would definitely recommend the hospital",66.0,1291.0
450634,MEDICAL CITY DENTON,DENTON,False,Proprietary,H_CLEAN_HSP_A_P,"Patients who reported that their room and bathroom were ""Always"" clean — Room was ""always"" clean",76.0,1338.0
450634,MEDICAL CITY DENTON,DENTON,False,Proprietary,H_COMP_1_A_P,"Patients who reported that their nurses ""Always"" communicated well — Nurses ""always"" communicated well",75.0,1338.0
450634,MEDICAL CITY DENTON,DENTON,False,Proprietary,H_COMP_2_A_P,"Patients who reported that their doctors ""Always"" communicated well — Doctors ""always"" communicated well",72.0,1338.0
450634,MEDICAL CITY DENTON,DENTON,False,Proprietary,H_COMP_5_A_P,"Patients who reported that staff ""Always"" explained about medicines before giving it to them — Staff ""always"" explained",56.0,1338.0
450634,MEDICAL CITY DENTON,DENTON,False,Proprietary,H_COMP_6_Y_P,"Patients who reported that YES, they were given information about what to do during their recovery at home — Yes, staff ""did"" give patients this information",84.0,1338.0
450634,MEDICAL CITY DENTON,DENTON,False,Proprietary,H_HSP_RATING_9_10,"Patients who gave their hospital a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest) — Patients who gave a rating of ""9"" or ""10"" (high)",65.0,1338.0
450634,MEDICAL CITY DENTON,DENTON,False,Proprietary,H_QUIET_HSP_A_P,"Patients who reported that the area around their room was ""Always"" quiet at night — ""Always"" quiet at night",60.0,1338.0
450634,MEDICAL CITY DENTON,DENTON,False,Proprietary,H_RECMND_DY,"Patients who reported YES, they would definitely recommend the hospital — ""YES"", patients would definitely recommend the hospital",67.0,1338.0
450672,MEDICAL CITY FORT WORTH,TARRANT,False,Proprietary,H_CLEAN_HSP_A_P,"Patients who reported that their room and bathroom were ""Always"" clean — Room was ""always"" clean",70.0,719.0
450672,MEDICAL CITY FORT WORTH,TARRANT,False,Proprietary,H_COMP_1_A_P,"Patients who reported that their nurses ""Always"" communicated well — Nurses ""always"" communicated well",75.0,719.0
450672,MEDICAL CITY FORT WORTH,TARRANT,False,Proprietary,H_COMP_2_A_P,"Patients who reported that their doctors ""Always"" communicated well — Doctors ""always"" communicated well",76.0,719.0
450672,MEDICAL CITY FORT WORTH,TARRANT,False,Proprietary,H_COMP_5_A_P,"Patients who reported that staff ""Always"" explained about medicines before giving it to them — Staff ""always"" explained",55.0,719.0
450672,MEDICAL CITY FORT WORTH,TARRANT,False,Proprietary,H_COMP_6_Y_P,"Patients who reported that YES, they were given information about what to do during their recovery at home — Yes, staff ""did"" give patients this information",84.0,719.0
450672,MEDICAL CITY FORT WORTH,TARRANT,False,Proprietary,H_HSP_RATING_9_10,"Patients who gave their hospital a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest) — Patients who gave a rating of ""9"" or ""10"" (high)",69.0,719.0
450672,MEDICAL CITY FORT WORTH,TARRANT,False,Proprietary,H_QUIET_HSP_A_P,"Patients who reported that the area around their room was ""Always"" quiet at night — ""Always"" quiet at night",62.0,719.0
450672,MEDICAL CITY FORT WORTH,TARRANT,False,Proprietary,H_RECMND_DY,"Patients who reported YES, they would definitely recommend the hospital — ""YES"", patients would definitely recommend the hospital",68.0,719.0
450822,MEDICAL CITY LAS COLINAS,DALLAS,False,Proprietary,H_CLEAN_HSP_A_P,"Patients who reported that their room and bathroom were ""Always"" clean — Room was ""always"" clean",72.0,531.0
450822,MEDICAL CITY LAS COLINAS,DALLAS,False,Proprietary,H_COMP_1_A_P,"Patients who reported that their nurses ""Always"" communicated well — Nurses ""always"" communicated well",74.0,531.0
450822,MEDICAL CITY LAS COLINAS,DALLAS,False,Proprietary,H_COMP_2_A_P,"Patients who reported that their doctors ""Always"" communicated well — Doctors ""always"" communicated well",71.0,531.0
450822,MEDICAL CITY LAS COLINAS,DALLAS,False,Proprietary,H_COMP_5_A_P,"Patients who reported that staff ""Always"" explained about medicines before giving it to them — Staff ""always"" explained",52.0,531.0
450822,MEDICAL CITY LAS COLINAS,DALLAS,False,Proprietary,H_COMP_6_Y_P,"Patients who reported that YES, they were given information about what to do during their recovery at home — Yes, staff ""did"" give patients this information",80.0,531.0
450822,MEDICAL CITY LAS COLINAS,DALLAS,False,Proprietary,H_HSP_RATING_9_10,"Patients who gave their hospital a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest) — Patients who gave a rating of ""9"" or ""10"" (high)",66.0,531.0
450822,MEDICAL CITY LAS COLINAS,DALLAS,False,Proprietary,H_QUIET_HSP_A_P,"Patients who reported that the area around their room was ""Always"" quiet at night — ""Always"" quiet at night",65.0,531.0
450822,MEDICAL CITY LAS COLINAS,DALLAS,False,Proprietary,H_RECMND_DY,"Patients who reported YES, they would definitely recommend the hospital — ""YES"", patients would definitely recommend the hospital",64.0,531.0
450669,MEDICAL CITY LEWISVILLE,DENTON,False,Voluntary non-profit - Private,H_CLEAN_HSP_A_P,"Patients who reported that their room and bathroom were ""Always"" clean — Room was ""always"" clean",77.0,564.0
450669,MEDICAL CITY LEWISVILLE,DENTON,False,Voluntary non-profit - Private,H_COMP_1_A_P,"Patients who reported that their nurses ""Always"" communicated well — Nurses ""always"" communicated well",79.0,564.0
450669,MEDICAL CITY LEWISVILLE,DENTON,False,Voluntary non-profit - Private,H_COMP_2_A_P,"Patients who reported that their doctors ""Always"" communicated well — Doctors ""always"" communicated well",76.0,564.0
450669,MEDICAL CITY LEWISVILLE,DENTON,False,Voluntary non-profit - Private,H_COMP_5_A_P,"Patients who reported that staff ""Always"" explained about medicines before giving it to them — Staff ""always"" explained",56.0,564.0
450669,MEDICAL CITY LEWISVILLE,DENTON,False,Voluntary non-profit - Private,H_COMP_6_Y_P,"Patients who reported that YES, they were given information about what to do during their recovery at home — Yes, staff ""did"" give patients this information",84.0,564.0
450669,MEDICAL CITY LEWISVILLE,DENTON,False,Voluntary non-profit - Private,H_HSP_RATING_9_10,"Patients who gave their hospital a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest) — Patients who gave a rating of ""9"" or ""10"" (high)",70.0,564.0
450669,MEDICAL CITY LEWISVILLE,DENTON,False,Voluntary non-profit - Private,H_QUIET_HSP_A_P,"Patients who reported that the area around their room was ""Always"" quiet at night — ""Always"" quiet at night",61.0,564.0
450669,MEDICAL CITY LEWISVILLE,DENTON,False,Voluntary non-profit - Private,H_RECMND_DY,"Patients who reported YES, they would definitely recommend the hospital — ""YES"", patients would definitely recommend the hospital",71.0,564.0
450087,MEDICAL CITY NORTH HILLS,TARRANT,False,Proprietary,H_CLEAN_HSP_A_P,"Patients who reported that their room and bathroom were ""Always"" clean — Room was ""always"" clean",78.0,540.0
450087,MEDICAL CITY NORTH HILLS,TARRANT,False,Proprietary,H_COMP_1_A_P,"Patients who reported that their nurses ""Always"" communicated well — Nurses ""always"" communicated well",77.0,540.0
450087,MEDICAL CITY NORTH HILLS,TARRANT,False,Proprietary,H_COMP_2_A_P,"Patients who reported that their doctors ""Always"" communicated well — Doctors ""always"" communicated well",72.0,540.0
450087,MEDICAL CITY NORTH HILLS,TARRANT,False,Proprietary,H_COMP_5_A_P,"Patients who reported that staff ""Always"" explained about medicines before giving it to them — Staff ""always"" explained",60.0,540.0
450087,MEDICAL CITY NORTH HILLS,TARRANT,False,Proprietary,H_COMP_6_Y_P,"Patients who reported that YES, they were given information about what to do during their recovery at home — Yes, staff ""did"" give patients this information",79.0,540.0
450087,MEDICAL CITY NORTH HILLS,TARRANT,False,Proprietary,H_HSP_RATING_9_10,"Patients who gave their hospital a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest) — Patients who gave a rating of ""9"" or ""10"" (high)",71.0,540.0
450087,MEDICAL CITY NORTH HILLS,TARRANT,False,Proprietary,H_QUIET_HSP_A_P,"Patients who reported that the area around their room was ""Always"" quiet at night — ""Always"" quiet at night",66.0,540.0
450087,MEDICAL CITY NORTH HILLS,TARRANT,False,Proprietary,H_RECMND_DY,"Patients who reported YES, they would definitely recommend the hospital — ""YES"", patients would definitely recommend the hospital",70.0,540.0
450651,MEDICAL CITY PLANO,COLLIN,False,Proprietary,H_CLEAN_HSP_A_P,"Patients who reported that their room and bathroom were ""Always"" clean — Room was ""always"" clean",74.0,1436.0
450651,MEDICAL CITY PLANO,COLLIN,False,Proprietary,H_COMP_1_A_P,"Patients who reported that their nurses ""Always"" communicated well — Nurses ""always"" communicated well",72.0,1436.0
450651,MEDICAL CITY PLANO,COLLIN,False,Proprietary,H_COMP_2_A_P,"Patients who reported that their doctors ""Always"" communicated well — Doctors ""always"" communicated well",73.0,1436.0
450651,MEDICAL CITY PLANO,COLLIN,False,Proprietary,H_COMP_5_A_P,"Patients who reported that staff ""Always"" explained about medicines before giving it to them — Staff ""always"" explained",55.0,1436.0
450651,MEDICAL CITY PLANO,COLLIN,False,Proprietary,H_COMP_6_Y_P,"Patients who reported that YES, they were given information about what to do during their recovery at home — Yes, staff ""did"" give patients this information",82.0,1436.0
450651,MEDICAL CITY PLANO,COLLIN,False,Proprietary,H_HSP_RATING_9_10,"Patients who gave their hospital a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest) — Patients who gave a rating of ""9"" or ""10"" (high)",65.0,1436.0
450651,MEDICAL CITY PLANO,COLLIN,False,Proprietary,H_QUIET_HSP_A_P,"Patients who reported that the area around their room was ""Always"" quiet at night — ""Always"" quiet at night",62.0,1436.0
450651,MEDICAL CITY PLANO,COLLIN,False,Proprietary,H_RECMND_DY,"Patients who reported YES, they would definitely recommend the hospital — ""YES"", patients would definitely recommend the hospital",66.0,1436.0
450203,MEDICAL CITY WEATHERFORD,PARKER,False,Proprietary,H_CLEAN_HSP_A_P,"Patients who reported that their room and bathroom were ""Always"" clean — Room was ""always"" clean",73.0,700.0
450203,MEDICAL CITY WEATHERFORD,PARKER,False,Proprietary,H_COMP_1_A_P,"Patients who reported that their nurses ""Always"" communicated well — Nurses ""always"" communicated well",77.0,700.0
450203,MEDICAL CITY WEATHERFORD,PARKER,False,Proprietary,H_COMP_2_A_P,"Patients who reported that their doctors ""Always"" communicated well — Doctors ""always"" communicated well",77.0,700.0
450203,MEDICAL CITY WEATHERFORD,PARKER,False,Proprietary,H_COMP_5_A_P,"Patients who reported that staff ""Always"" explained about medicines before giving it to them — Staff ""always"" explained",59.0,700.0
450203,MEDICAL CITY WEATHERFORD,PARKER,False,Proprietary,H_COMP_6_Y_P,"Patients who reported that YES, they were given information about what to do during their recovery at home — Yes, staff ""did"" give patients this information",84.0,700.0
450203,MEDICAL CITY WEATHERFORD,PARKER,False,Proprietary,H_HSP_RATING_9_10,"Patients who gave their hospital a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest) — Patients who gave a rating of ""9"" or ""10"" (high)",69.0,700.0
450203,MEDICAL CITY WEATHERFORD,PARKER,False,Proprietary,H_QUIET_HSP_A_P,"Patients who reported that the area around their room was ""Always"" quiet at night — ""Always"" quiet at night",62.0,700.0
450203,MEDICAL CITY WEATHERFORD,PARKER,False,Proprietary,H_RECMND_DY,"Patients who reported YES, they would definitely recommend the hospital — ""YES"", patients would definitely recommend the hospital",64.0,700.0
451330,MEDINA REGIONAL HOSPITAL,MEDINA,False,Government - Hospital District or Authority,H_CLEAN_HSP_A_P,"Patients who reported that their room and bathroom were ""Always"" clean — Room was ""always"" clean",81.0,62.0
451330,MEDINA REGIONAL HOSPITAL,MEDINA,False,Government - Hospital District or Authority,H_COMP_1_A_P,"Patients who reported that their nurses ""Always"" communicated well — Nurses ""always"" communicated well",84.0,62.0
451330,MEDINA REGIONAL HOSPITAL,MEDINA,False,Government - Hospital District or Authority,H_COMP_2_A_P,"Patients who reported that their doctors ""Always"" communicated well — Doctors ""always"" communicated well",89.0,62.0
451330,MEDINA REGIONAL HOSPITAL,MEDINA,False,Government - Hospital District or Authority,H_COMP_5_A_P,"Patients who reported that staff ""Always"" explained about medicines before giving it to them — Staff ""always"" explained",66.0,62.0
451330,MEDINA REGIONAL HOSPITAL,MEDINA,False,Government - Hospital District or Authority,H_COMP_6_Y_P,"Patients who reported that YES, they were given information about what to do during their recovery at home — Yes, staff ""did"" give patients this information",92.0,62.0
451330,MEDINA REGIONAL HOSPITAL,MEDINA,False,Government - Hospital District or Authority,H_HSP_RATING_9_10,"Patients who gave their hospital a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest) — Patients who gave a rating of ""9"" or ""10"" (high)",83.0,62.0
451330,MEDINA REGIONAL HOSPITAL,MEDINA,False,Government - Hospital District or Authority,H_QUIET_HSP_A_P,"Patients who reported that the area around their room was ""Always"" quiet at night — ""Always"" quiet at night",72.0,62.0
451330,MEDINA REGIONAL HOSPITAL,MEDINA,False,Government - Hospital District or Authority,H_RECMND_DY,"Patients who reported YES, they would definitely recommend the hospital — ""YES"", patients would definitely recommend the hospital",77.0,62.0
450068,MEMORIAL HERMANN - TEXAS MEDICAL CENTER,HARRIS,True,Voluntary non-profit - Private,H_CLEAN_HSP_A_P,"Patients who reported that their room and bathroom were ""Always"" clean — Room was ""always"" clean",72.0,2509.0
450068,MEMORIAL HERMANN - TEXAS MEDICAL CENTER,HARRIS,True,Voluntary non-profit - Private,H_COMP_1_A_P,"Patients who reported that their nurses ""Always"" communicated well — Nurses ""always"" communicated well",75.0,2509.0
450068,MEMORIAL HERMANN - TEXAS MEDICAL CENTER,HARRIS,True,Voluntary non-profit - Private,H_COMP_2_A_P,"Patients who reported that their doctors ""Always"" communicated well — Doctors ""always"" communicated well",75.0,2509.0
450068,MEMORIAL HERMANN - TEXAS MEDICAL CENTER,HARRIS,True,Voluntary non-profit - Private,H_COMP_5_A_P,"Patients who reported that staff ""Always"" explained about medicines before giving it to them — Staff ""always"" explained",58.0,2509.0
450068,MEMORIAL HERMANN - TEXAS MEDICAL CENTER,HARRIS,True,Voluntary non-profit - Private,H_COMP_6_Y_P,"Patients who reported that YES, they were given information about what to do during their recovery at home — Yes, staff ""did"" give patients this information",84.0,2509.0
450068,MEMORIAL HERMANN - TEXAS MEDICAL CENTER,HARRIS,True,Voluntary non-profit - Private,H_HSP_RATING_9_10,"Patients who gave their hospital a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest) — Patients who gave a rating of ""9"" or ""10"" (high)",72.0,2509.0
450068,MEMORIAL HERMANN - TEXAS MEDICAL CENTER,HARRIS,True,Voluntary non-profit - Private,H_QUIET_HSP_A_P,"Patients who reported that the area around their room was ""Always"" quiet at night — ""Always"" quiet at night",61.0,2509.0
450068,MEMORIAL HERMANN - TEXAS MEDICAL CENTER,HARRIS,True,Voluntary non-profit - Private,H_RECMND_DY,"Patients who reported YES, they would definitely recommend the hospital — ""YES"", patients would definitely recommend the hospital",71.0,2509.0
450184,MEMORIAL HERMANN HOSPITAL SYSTEM,HARRIS,True,Voluntary non-profit - Private,H_CLEAN_HSP_A_P,"Patients who reported that their room and bathroom were ""Always"" clean — Room was ""always"" clean",75.0,2132.0
450184,MEMORIAL HERMANN HOSPITAL SYSTEM,HARRIS,True,Voluntary non-profit - Private,H_COMP_1_A_P,"Patients who reported that their nurses ""Always"" communicated well — Nurses ""always"" communicated well",75.0,2132.0
450184,MEMORIAL HERMANN HOSPITAL SYSTEM,HARRIS,True,Voluntary non-profit - Private,H_COMP_2_A_P,"Patients who reported that their doctors ""Always"" communicated well — Doctors ""always"" communicated well",76.0,2132.0
450184,MEMORIAL HERMANN HOSPITAL SYSTEM,HARRIS,True,Voluntary non-profit - Private,H_COMP_5_A_P,"Patients who reported that staff ""Always"" explained about medicines before giving it to them — Staff ""always"" explained",57.0,2132.0
450184,MEMORIAL HERMANN HOSPITAL SYSTEM,HARRIS,True,Voluntary non-profit - Private,H_COMP_6_Y_P,"Patients who reported that YES, they were given information about what to do during their recovery at home — Yes, staff ""did"" give patients this information",83.0,2132.0
450184,MEMORIAL HERMANN HOSPITAL SYSTEM,HARRIS,True,Voluntary non-profit - Private,H_HSP_RATING_9_10,"Patients who gave their hospital a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest) — Patients who gave a rating of ""9"" or ""10"" (high)",72.0,2132.0
450184,MEMORIAL HERMANN HOSPITAL SYSTEM,HARRIS,True,Voluntary non-profit - Private,H_QUIET_HSP_A_P,"Patients who reported that the area around their room was ""Always"" quiet at night — ""Always"" quiet at night",60.0,2132.0
450184,MEMORIAL HERMANN HOSPITAL SYSTEM,HARRIS,True,Voluntary non-profit - Private,H_RECMND_DY,"Patients who reported YES, they would definitely recommend the hospital — ""YES"", patients would definitely recommend the hospital",71.0,2132.0
670008,MEMORIAL HERMANN HOUSTON PHYSICIANS HOSPITAL,HARRIS,True,Physician,H_CLEAN_HSP_A_P,"Patients who reported that their room and bathroom were ""Always"" clean — Room was ""always"" clean",84.0,192.0
670008,MEMORIAL HERMANN HOUSTON PHYSICIANS HOSPITAL,HARRIS,True,Physician,H_COMP_1_A_P,"Patients who reported that their nurses ""Always"" communicated well — Nurses ""always"" communicated well",88.0,192.0
670008,MEMORIAL HERMANN HOUSTON PHYSICIANS HOSPITAL,HARRIS,True,Physician,H_COMP_2_A_P,"Patients who reported that their doctors ""Always"" communicated well — Doctors ""always"" communicated well",83.0,192.0
670008,MEMORIAL HERMANN HOUSTON PHYSICIANS HOSPITAL,HARRIS,True,Physician,H_COMP_5_A_P,"Patients who reported that staff ""Always"" explained about medicines before giving it to them — Staff ""always"" explained",75.0,192.0
670008,MEMORIAL HERMANN HOUSTON PHYSICIANS HOSPITAL,HARRIS,True,Physician,H_COMP_6_Y_P,"Patients who reported that YES, they were given information about what to do during their recovery at home — Yes, staff ""did"" give patients this information",85.0,192.0
670008,MEMORIAL HERMANN HOUSTON PHYSICIANS HOSPITAL,HARRIS,True,Physician,H_HSP_RATING_9_10,"Patients who gave their hospital a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest) — Patients who gave a rating of ""9"" or ""10"" (high)",83.0,192.0
670008,MEMORIAL HERMANN HOUSTON PHYSICIANS HOSPITAL,HARRIS,True,Physician,H_QUIET_HSP_A_P,"Patients who reported that the area around their room was ""Always"" quiet at night — ""Always"" quiet at night",74.0,192.0
670008,MEMORIAL HERMANN HOUSTON PHYSICIANS HOSPITAL,HARRIS,True,Physician,H_RECMND_DY,"Patients who reported YES, they would definitely recommend the hospital — ""YES"", patients would definitely recommend the hospital",87.0,192.0
450847,MEMORIAL HERMANN KATY HOSPITAL,FORT BEND,True,Voluntary non-profit - Private,H_CLEAN_HSP_A_P,"Patients who reported that their room and bathroom were ""Always"" clean — Room was ""always"" clean",71.0,784.0
450847,MEMORIAL HERMANN KATY HOSPITAL,FORT BEND,True,Voluntary non-profit - Private,H_COMP_1_A_P,"Patients who reported that their nurses ""Always"" communicated well — Nurses ""always"" communicated well",74.0,784.0
450847,MEMORIAL HERMANN KATY HOSPITAL,FORT BEND,True,Voluntary non-profit - Private,H_COMP_2_A_P,"Patients who reported that their doctors ""Always"" communicated well — Doctors ""always"" communicated well",75.0,784.0
450847,MEMORIAL HERMANN KATY HOSPITAL,FORT BEND,True,Voluntary non-profit - Private,H_COMP_5_A_P,"Patients who reported that staff ""Always"" explained about medicines before giving it to them — Staff ""always"" explained",53.0,784.0
450847,MEMORIAL HERMANN KATY HOSPITAL,FORT BEND,True,Voluntary non-profit - Private,H_COMP_6_Y_P,"Patients who reported that YES, they were given information about what to do during their recovery at home — Yes, staff ""did"" give patients this information",84.0,784.0
450847,MEMORIAL HERMANN KATY HOSPITAL,FORT BEND,True,Voluntary non-profit - Private,H_HSP_RATING_9_10,"Patients who gave their hospital a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest) — Patients who gave a rating of ""9"" or ""10"" (high)",67.0,784.0
450847,MEMORIAL HERMANN KATY HOSPITAL,FORT BEND,True,Voluntary non-profit - Private,H_QUIET_HSP_A_P,"Patients who reported that the area around their room was ""Always"" quiet at night — ""Always"" quiet at night",59.0,784.0
450847,MEMORIAL HERMANN KATY HOSPITAL,FORT BEND,True,Voluntary non-profit - Private,H_RECMND_DY,"Patients who reported YES, they would definitely recommend the hospital — ""YES"", patients would definitely recommend the hospital",67.0,784.0
450610,MEMORIAL HERMANN MEMORIAL CITY HOSPITAL,HARRIS,True,Voluntary non-profit - Private,H_CLEAN_HSP_A_P,"Patients who reported that their room and bathroom were ""Always"" clean — Room was ""always"" clean",74.0,902.0
450610,MEMORIAL HERMANN MEMORIAL CITY HOSPITAL,HARRIS,True,Voluntary non-profit - Private,H_COMP_1_A_P,"Patients who reported that their nurses ""Always"" communicated well — Nurses ""always"" communicated well",74.0,902.0
450610,MEMORIAL HERMANN MEMORIAL CITY HOSPITAL,HARRIS,True,Voluntary non-profit - Private,H_COMP_2_A_P,"Patients who reported that their doctors ""Always"" communicated well — Doctors ""always"" communicated well",78.0,902.0
450610,MEMORIAL HERMANN MEMORIAL CITY HOSPITAL,HARRIS,True,Voluntary non-profit - Private,H_COMP_5_A_P,"Patients who reported that staff ""Always"" explained about medicines before giving it to them — Staff ""always"" explained",58.0,902.0
450610,MEMORIAL HERMANN MEMORIAL CITY HOSPITAL,HARRIS,True,Voluntary non-profit - Private,H_COMP_6_Y_P,"Patients who reported that YES, they were given information about what to do during their recovery at home — Yes, staff ""did"" give patients this information",85.0,902.0
450610,MEMORIAL HERMANN MEMORIAL CITY HOSPITAL,HARRIS,True,Voluntary non-profit - Private,H_HSP_RATING_9_10,"Patients who gave their hospital a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest) — Patients who gave a rating of ""9"" or ""10"" (high)",70.0,902.0
450610,MEMORIAL HERMANN MEMORIAL CITY HOSPITAL,HARRIS,True,Voluntary non-profit - Private,H_QUIET_HSP_A_P,"Patients who reported that the area around their room was ""Always"" quiet at night — ""Always"" quiet at night",62.0,902.0
450610,MEMORIAL HERMANN MEMORIAL CITY HOSPITAL,HARRIS,True,Voluntary non-profit - Private,H_RECMND_DY,"Patients who reported YES, they would definitely recommend the hospital — ""YES"", patients would definitely recommend the hospital",71.0,902.0
450684,MEMORIAL HERMANN NORTHEAST HOSPITAL,HARRIS,True,Voluntary non-profit - Private,H_CLEAN_HSP_A_P,"Patients who reported that their room and bathroom were ""Always"" clean — Room was ""always"" clean",71.0,619.0
450684,MEMORIAL HERMANN NORTHEAST HOSPITAL,HARRIS,True,Voluntary non-profit - Private,H_COMP_1_A_P,"Patients who reported that their nurses ""Always"" communicated well — Nurses ""always"" communicated well",77.0,619.0
450684,MEMORIAL HERMANN NORTHEAST HOSPITAL,HARRIS,True,Voluntary non-profit - Private,H_COMP_2_A_P,"Patients who reported that their doctors ""Always"" communicated well — Doctors ""always"" communicated well",78.0,619.0
450684,MEMORIAL HERMANN NORTHEAST HOSPITAL,HARRIS,True,Voluntary non-profit - Private,H_COMP_5_A_P,"Patients who reported that staff ""Always"" explained about medicines before giving it to them — Staff ""always"" explained",61.0,619.0
450684,MEMORIAL HERMANN NORTHEAST HOSPITAL,HARRIS,True,Voluntary non-profit - Private,H_COMP_6_Y_P,"Patients who reported that YES, they were given information about what to do during their recovery at home — Yes, staff ""did"" give patients this information",84.0,619.0
450684,MEMORIAL HERMANN NORTHEAST HOSPITAL,HARRIS,True,Voluntary non-profit - Private,H_HSP_RATING_9_10,"Patients who gave their hospital a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest) — Patients who gave a rating of ""9"" or ""10"" (high)",71.0,619.0
450684,MEMORIAL HERMANN NORTHEAST HOSPITAL,HARRIS,True,Voluntary non-profit - Private,H_QUIET_HSP_A_P,"Patients who reported that the area around their room was ""Always"" quiet at night — ""Always"" quiet at night",60.0,619.0
450684,MEMORIAL HERMANN NORTHEAST HOSPITAL,HARRIS,True,Voluntary non-profit - Private,H_RECMND_DY,"Patients who reported YES, they would definitely recommend the hospital — ""YES"", patients would definitely recommend the hospital",71.0,619.0
450848,MEMORIAL HERMANN SUGAR LAND HOSPITAL,FORT BEND,True,Voluntary non-profit - Private,H_CLEAN_HSP_A_P,"Patients who reported that their room and bathroom were ""Always"" clean — Room was ""always"" clean",71.0,851.0
450848,MEMORIAL HERMANN SUGAR LAND HOSPITAL,FORT BEND,True,Voluntary non-profit - Private,H_COMP_1_A_P,"Patients who reported that their nurses ""Always"" communicated well — Nurses ""always"" communicated well",74.0,851.0
450848,MEMORIAL HERMANN SUGAR LAND HOSPITAL,FORT BEND,True,Voluntary non-profit - Private,H_COMP_2_A_P,"Patients who reported that their doctors ""Always"" communicated well — Doctors ""always"" communicated well",76.0,851.0
450848,MEMORIAL HERMANN SUGAR LAND HOSPITAL,FORT BEND,True,Voluntary non-profit - Private,H_COMP_5_A_P,"Patients who reported that staff ""Always"" explained about medicines before giving it to them — Staff ""always"" explained",56.0,851.0
