facility_id,facility_name,city,county,hospital_ownership,hospital_type,overall_rating,is_houston_area,readm_pn_pct,readm_hf_pct,mort_hf_pct,mort_pn_pct,hai_clabsi_sir,hai_cauti_sir,sepsis_bundle_pct,ed_left_without_seen_pct,recommend_pct,rated_9_10_pct,hcahps_star
450289,HARRIS HEALTH,HOUSTON,HARRIS,Government - Hospital District or Authority,Acute Care Hospitals,3.0,True,16.7,21.0,9.7,15.4,1.142,0.654,49.0,3.0,71.0,71.0,3.0
451341,HASKELL MEMORIAL HOSPITAL,HASKELL,HASKELL,Government - Hospital District or Authority,Critical Access Hospitals,,False,,,,,,,,1.0,,,
450617,HCA HOUSTON HEALTHCARE CLEAR LAKE,WEBSTER,HARRIS,Proprietary,Acute Care Hospitals,4.0,True,18.4,20.3,8.1,14.7,0.269,0.157,71.0,1.0,60.0,63.0,2.0
450222,HCA HOUSTON HEALTHCARE CONROE,CONROE,MONTGOMERY,Proprietary,Acute Care Hospitals,2.0,True,18.3,22.7,9.8,15.8,0.702,0.089,75.0,1.0,56.0,61.0,2.0
450775,HCA HOUSTON HEALTHCARE KINGWOOD,KINGWOOD,HARRIS,Proprietary,Acute Care Hospitals,3.0,True,18.3,22.3,8.8,13.2,0.531,0.352,68.0,1.0,53.0,57.0,1.0
450659,HCA HOUSTON HEALTHCARE MEDICAL CENTER,HOUSTON,HARRIS,Proprietary,Acute Care Hospitals,4.0,True,18.1,21.2,9.1,12.5,0.585,0.87,63.0,1.0,63.0,66.0,2.0
450638,HCA HOUSTON HEALTHCARE NORTHWEST,HOUSTON,HARRIS,Proprietary,Acute Care Hospitals,2.0,True,18.1,22.8,9.9,13.2,0.248,0.371,74.0,1.0,59.0,62.0,2.0
670106,HCA HOUSTON HEALTHCARE PEARLAND,PEARLAND,BRAZORIA,Proprietary,Acute Care Hospitals,3.0,True,17.8,23.5,11.1,10.9,0.898,0.963,73.0,0.0,61.0,65.0,2.0
450097,HCA HOUSTON HEALTHCARE SOUTHEAST,PASADENA,HARRIS,Proprietary,Acute Care Hospitals,3.0,True,17.0,21.1,12.0,15.3,0.629,0.0,82.0,1.0,64.0,67.0,2.0
450670,HCA HOUSTON HEALTHCARE TOMBALL,TOMBALL,HARRIS,Proprietary,Acute Care Hospitals,3.0,True,18.5,20.8,8.8,15.1,0.0,0.0,81.0,1.0,63.0,65.0,2.0
450644,HCA HOUSTON HEALTHCARE WEST,HOUSTON,HARRIS,Proprietary,Acute Care Hospitals,1.0,True,16.9,21.0,8.8,13.3,0.225,0.0,67.0,1.0,56.0,59.0,2.0
453309,HEALTHBRIDGE CHILDRENS'S HOSPITAL OF HOUSTON,HOUSTON,HARRIS,Voluntary non-profit - Private,Childrens,,True,,,,,,,,,,,
451348,HEART OF TEXAS MEMORIAL HOSPITAL,BRADY,MC CULLOCH,Voluntary non-profit - Private,Critical Access Hospitals,,False,,,,,,,,,,,
671301,HEMPHILL COUNTY HOSPITAL,CANADIAN,HEMPHILL,Government - Hospital District or Authority,Critical Access Hospitals,,False,,,,,,,,0.0,,,
450229,HENDRICK MEDICAL CENTER,ABILENE,TAYLOR,Voluntary non-profit - Private,Acute Care Hospitals,3.0,False,16.5,19.9,13.0,18.7,1.07,0.809,54.0,3.0,63.0,63.0,3.0
450587,HENDRICK MEDICAL CENTER BROWNWOOD,BROWNWOOD,BROWN,Voluntary non-profit - Private,Acute Care Hospitals,1.0,False,19.1,21.3,12.0,18.1,,,60.0,2.0,54.0,57.0,2.0
450155,HEREFORD REGIONAL MEDICAL CENTER,HEREFORD,DEAF SMITH,Government - Hospital District or Authority,Acute Care Hospitals,,False,16.8,,,16.8,,,,1.0,74.0,83.0,
454065,HICKORY TRAIL HOSPITAL,DESOTO,DALLAS,Proprietary,Psychiatric,,False,,,,,,,,,,,
450604,HILL COUNTRY MEMORIAL HOSPITAL,FREDERICKSBURG,GILLESPIE,Proprietary,Acute Care Hospitals,4.0,False,16.9,21.8,16.0,14.8,,,65.0,0.0,72.0,74.0,4.0
451395,HILL REGIONAL HOSPITAL,HILLSBORO,HILL,Voluntary non-profit - Private,Critical Access Hospitals,1.0,False,18.0,21.4,16.8,19.4,,,,,60.0,66.0,3.0
454135,HOUSTON BEHAVIORAL HEALTHCARE HOSPITAL LLC,HOUSTON,HARRIS,Proprietary,Psychiatric,,True,,,,,,,,,,,
450424,HOUSTON METHODIST BAYTOWN HOSPITAL,BAYTOWN,HARRIS,Voluntary non-profit - Private,Acute Care Hospitals,5.0,True,16.7,19.2,7.7,12.8,0.0,0.0,74.0,2.0,78.0,79.0,4.0
450709,HOUSTON METHODIST CLEAR LAKE HOSPITAL,NASSAU BAY,HARRIS,Voluntary non-profit - Private,Acute Care Hospitals,5.0,True,17.8,21.2,9.1,11.7,0.589,0.0,65.0,1.0,84.0,82.0,4.0
670342,HOUSTON METHODIST CYPRESS HOSPITAL,CYPRESS,HARRIS,Voluntary non-profit - Private,Acute Care Hospitals,,True,,21.6,,,,,,,,,
450358,HOUSTON METHODIST HOSPITAL,HOUSTON,HARRIS,Voluntary non-profit - Private,Acute Care Hospitals,5.0,True,15.3,18.9,6.0,8.0,0.363,0.278,60.0,2.0,82.0,79.0,4.0
450820,HOUSTON METHODIST SUGARLAND HOSPITAL,SUGAR LAND,FORT BEND,Voluntary non-profit - Private,Acute Care Hospitals,5.0,True,17.3,20.5,6.9,11.1,0.826,0.114,75.0,1.0,80.0,78.0,4.0
670122,HOUSTON METHODIST THE WOODLANDS HOSPITAL,THE WOODLANDS,MONTGOMERY,Voluntary non-profit - Private,Acute Care Hospitals,5.0,True,15.9,19.2,7.6,9.3,0.357,0.325,88.0,0.0,84.0,82.0,4.0
670077,HOUSTON METHODIST WEST HOSPITAL,HOUSTON,HARRIS,Voluntary non-profit - Private,Acute Care Hospitals,5.0,True,17.6,21.9,9.3,15.1,0.469,0.358,77.0,1.0,83.0,80.0,4.0
450844,HOUSTON METHODIST WILLOWBROOK HOSPITAL,HOUSTON,HARRIS,Voluntary non-profit - Private,Acute Care Hospitals,5.0,True,17.6,20.0,6.1,10.7,0.183,0.078,82.0,1.0,79.0,79.0,4.0
45074F,HOUSTON VA MEDICAL CENTER,HOUSTON,HARRIS,Veterans Health Administration,Acute Care - Veterans Administration,5.0,True,17.9,22.9,7.0,12.3,0.313,0.397,,,71.0,74.0,4.0
450352,HUNT REGIONAL MEDICAL CENTER,GREENVILLE,HUNT,Government - Hospital District or Authority,Acute Care Hospitals,2.0,False,18.6,21.3,11.4,14.0,2.071,0.639,57.0,4.0,65.0,62.0,3.0
450347,HUNTSVILLE MEMORIAL HOSPITAL,HUNTSVILLE,WALKER,Voluntary non-profit - Private,Acute Care Hospitals,2.0,False,15.4,23.4,9.9,18.1,1.739,0.0,68.0,1.0,63.0,64.0,3.0
451307,IRAAN GENERAL HOSPITAL,IRAAN,PECOS,Government - Hospital District or Authority,Critical Access Hospitals,,False,,,,,,,,,,,
451363,JACKSON HEALTHCARE CENTER,EDNA,JACKSON,Government - Hospital District or Authority,Critical Access Hospitals,,False,,,,,,,,,,,
450039,JPS HEALTH NETWORK,FORT WORTH,TARRANT,Government - Hospital District or Authority,Acute Care Hospitals,4.0,False,16.7,21.2,8.6,11.3,1.289,0.664,85.0,2.0,71.0,69.0,3.0
451306,KIMBLE HOSPITAL,JUNCTION,KIMBLE,Proprietary,Critical Access Hospitals,,False,,,,,,,,,,,
454103,KINGWOOD PINES HOSPITAL,KINGWOOD,HARRIS,Proprietary,Psychiatric,,True,,,,,,,,,,,
450128,KNAPP MEDICAL CENTER,WESLACO,HIDALGO,Voluntary non-profit - Private,Acute Care Hospitals,5.0,False,17.4,20.3,7.4,14.5,0.47,0.0,69.0,0.0,63.0,63.0,3.0
451394,KNOX COUNTY HOSPITAL,KNOX CITY,KNOX,Government - Local,Critical Access Hospitals,,False,,,,,,,,1.0,,,
450596,LAKE GRANBURY MEDICAL CENTER,GRANBURY,HOOD,Proprietary,Acute Care Hospitals,3.0,False,16.0,22.6,11.4,14.5,,0.0,65.0,1.0,51.0,57.0,2.0
450698,LAMB HEALTHCARE CENTER,LITTLEFIELD,LAMB,Government - Local,Acute Care Hospitals,,False,17.4,,,16.4,,,53.0,3.0,74.0,70.0,
450029,LAREDO MEDICAL CENTER,LAREDO,WEBB,Proprietary,Acute Care Hospitals,4.0,False,16.5,22.6,9.9,13.4,0.121,0.0,55.0,1.0,59.0,58.0,2.0
450107,LAS PALMAS MEDICAL CENTER A CAMPUS OF LPDS HEALTHC,EL PASO,EL PASO,Proprietary,Acute Care Hospitals,2.0,False,20.5,22.3,11.6,14.9,0.498,0.072,80.0,1.0,60.0,64.0,2.0
454060,LAUREL RIDGE TREATMENT CENTER,SAN ANTONIO,BEXAR,Proprietary,Psychiatric,,False,,,,,,,,,,,
451376,LAVACA MEDICAL CENTER,HALLETTSVILLE,LAVACA,Government - Hospital District or Authority,Critical Access Hospitals,4.0,False,15.7,21.6,10.3,12.0,,,,0.0,,,
670345,LEGENT NORTH HOUSTON SURGICAL HOSPITAL,BELLAIRE,HARRIS,Physician,Acute Care Hospitals,,True,,,,,,,,,,,
670112,LEGENT ORTHOPEDIC + SPINE,SAN ANTONIO,BEXAR,Proprietary,Acute Care Hospitals,,False,,,,,,,,,83.0,84.0,5.0
670265,LEGENT ORTHOPEDIC HOSPITAL,GRAPEVINE,TARRANT,Proprietary,Acute Care Hospitals,,False,,,,,,,,,70.0,67.0,3.0
670322,LEGENT SURGICAL HOSPITAL PLANO,PLANO,COLLIN,Proprietary,Acute Care Hospitals,,False,,,,,,,,,75.0,72.0,
451375,LIBERTY DAYTON REGIONAL MEDICAL CENTER,LIBERTY,LIBERTY,Government - Hospital District or Authority,Critical Access Hospitals,,False,,,,,,,,2.0,,,
451324,LILLIAN M HUDSPETH MEMORIAL HOSPITAL,SONORA,SUTTON,Government - Hospital District or Authority,Critical Access Hospitals,,False,,,,,,,,,,,
451303,LIMESTONE MEDICAL CENTER,GROESBECK,LIMESTONE,Government - Hospital District or Authority,Critical Access Hospitals,,False,17.1,,,,,,,3.0,,,
454118,LONE STAR BEHAVIORAL HEALTH CYPRESS,CYPRESS,HARRIS,Proprietary,Psychiatric,,True,,,,,,,,,,,
450702,LONGVIEW REGIONAL MEDICAL CENTER,LONGVIEW,GREGG,Proprietary,Acute Care Hospitals,3.0,False,17.1,23.3,10.9,14.7,0.508,0.19,42.0,1.0,73.0,70.0,3.0
450876,LUBBOCK HEART HOSPITAL LP,LUBBOCK,LUBBOCK,Government - Hospital District or Authority,Acute Care Hospitals,2.0,False,16.9,21.5,14.4,14.6,,,50.0,0.0,81.0,80.0,4.0
451351,LYNN COUNTY HOSPITAL DISTRICT,TAHOKA,LYNN,Government - Hospital District or Authority,Critical Access Hospitals,,False,17.2,,,16.0,,,,0.0,82.0,85.0,
451316,MADISON ST JOSEPH HEALTH CENTER,MADISONVILLE,MADISON,Voluntary non-profit - Private,Critical Access Hospitals,,False,,,,,,,,0.0,,,
451333,MARTIN COUNTY HOSPITAL DISTRICT,STANTON,MARTIN,Government - Hospital District or Authority,Critical Access Hospitals,,False,17.0,,,,,,,2.0,93.0,93.0,
450465,MATAGORDA REGIONAL MEDICAL CENTER,BAY CITY,MATAGORDA,Government - Hospital District or Authority,Acute Care Hospitals,5.0,False,15.9,20.5,9.0,13.2,,,72.0,1.0,67.0,75.0,4.0
670010,MAYHILL HOSPITAL,DENTON,DENTON,Proprietary,Acute Care Hospitals,,False,,,,,,,,,,,
451309,MC CAMEY HOSPITAL,MCCAMEY,UPTON,Government - Hospital District or Authority,Critical Access Hospitals,,False,,,,,,,,,,,
450489,MEDICAL ARTS HOSPITAL,LAMESA,DAWSON,Government - Hospital District or Authority,Acute Care Hospitals,,False,16.6,,,16.1,,,,2.0,,,
454151,"MEDICAL BEHAVIORAL HOSPITAL OF CLEAR LAKE, LLC",CLEAR LAKE CITY,HARRIS,Proprietary,Psychiatric,,True,,,,,,,,,,,
450132,MEDICAL CENTER HOSPITAL,ODESSA,ECTOR,Government - Hospital District or Authority,Acute Care Hospitals,3.0,False,16.9,20.5,10.9,17.8,0.991,0.367,64.0,3.0,70.0,69.0,3.0
450403,MEDICAL CENTER OF MCKINNEY,MCKINNEY,COLLIN,Proprietary,Acute Care Hospitals,3.0,False,18.3,23.9,10.0,11.4,0.238,0.0,66.0,0.0,67.0,67.0,3.0
670103,MEDICAL CITY ALLIANCE,FORT WORTH,TARRANT,Voluntary non-profit - Private,Acute Care Hospitals,3.0,False,16.9,20.8,9.3,16.5,1.037,0.0,67.0,1.0,69.0,71.0,3.0
450675,MEDICAL CITY ARLINGTON,ARLINGTON,TARRANT,Proprietary,Acute Care Hospitals,2.0,False,17.2,22.1,8.6,14.8,0.195,0.537,60.0,1.0,58.0,59.0,2.0
450647,MEDICAL CITY DALLAS HOSPITAL,DALLAS,DALLAS,Proprietary,Acute Care Hospitals,3.0,False,17.7,21.3,10.7,17.2,0.767,0.68,66.0,0.0,66.0,65.0,2.0
450634,MEDICAL CITY DENTON,DENTON,DENTON,Proprietary,Acute Care Hospitals,4.0,False,19.2,21.4,8.4,16.5,0.138,0.107,74.0,0.0,67.0,65.0,2.0
450672,MEDICAL CITY FORT WORTH,FORT WORTH,TARRANT,Proprietary,Acute Care Hospitals,2.0,False,18.3,20.4,7.9,14.3,0.522,0.342,68.0,0.0,68.0,69.0,3.0
454094,MEDICAL CITY GREEN OAKS HOSPITAL,DALLAS,DALLAS,Voluntary non-profit - Other,Psychiatric,,False,,,,,,,,,,,
450822,MEDICAL CITY LAS COLINAS,IRVING,DALLAS,Proprietary,Acute Care Hospitals,4.0,False,17.5,20.9,11.2,14.7,1.999,,74.0,1.0,64.0,66.0,2.0
450669,MEDICAL CITY LEWISVILLE,LEWISVILLE,DENTON,Voluntary non-profit - Private,Acute Care Hospitals,3.0,False,17.7,20.4,12.1,12.9,0.405,0.0,86.0,0.0,71.0,70.0,3.0
454079,MEDICAL CITY MENTAL HEALTH AND WELLNESS CENTER,FORT WORTH,TARRANT,Proprietary,Psychiatric,,False,,,,,,,,,,,
454161,MEDICAL CITY MENTAL HEALTH AND WELLNESS CENTER,FRISCO,DENTON,Proprietary,Psychiatric,,False,,,,,,,,,,,
450087,MEDICAL CITY NORTH HILLS,NORTH RICHLAND HILLS,TARRANT,Proprietary,Acute Care Hospitals,2.0,False,18.9,23.7,11.4,16.7,0.3,0.0,66.0,0.0,70.0,71.0,3.0
450651,MEDICAL CITY PLANO,PLANO,COLLIN,Proprietary,Acute Care Hospitals,3.0,False,19.3,21.8,11.0,13.9,0.53,0.284,57.0,0.0,66.0,65.0,2.0
450203,MEDICAL CITY WEATHERFORD,WEATHERFORD,PARKER,Proprietary,Acute Care Hospitals,2.0,False,18.4,23.3,11.7,14.7,0.0,0.0,69.0,0.0,64.0,69.0,3.0
451330,MEDINA REGIONAL HOSPITAL,HONDO,MEDINA,Government - Hospital District or Authority,Critical Access Hospitals,,False,17.3,,,16.7,,,,1.0,77.0,83.0,
450068,MEMORIAL HERMANN - TEXAS MEDICAL CENTER,HOUSTON,HARRIS,Voluntary non-profit - Private,Acute Care Hospitals,4.0,True,17.2,21.4,8.2,12.3,0.317,0.233,39.0,5.0,71.0,72.0,3.0
450184,MEMORIAL HERMANN HOSPITAL SYSTEM,HOUSTON,HARRIS,Voluntary non-profit - Private,Acute Care Hospitals,3.0,True,18.0,21.4,9.9,14.2,0.507,0.196,43.0,1.0,71.0,72.0,3.0
670008,MEMORIAL HERMANN HOUSTON PHYSICIANS HOSPITAL,WEBSTER,HARRIS,Physician,Acute Care Hospitals,,True,,,,,,,,1.0,87.0,83.0,5.0
450847,MEMORIAL HERMANN KATY HOSPITAL,KATY,FORT BEND,Voluntary non-profit - Private,Acute Care Hospitals,3.0,True,17.4,21.5,12.1,15.8,0.15,0.0,63.0,1.0,67.0,67.0,3.0
450610,MEMORIAL HERMANN MEMORIAL CITY HOSPITAL,HOUSTON,HARRIS,Voluntary non-profit - Private,Acute Care Hospitals,4.0,True,16.3,21.3,8.1,13.2,0.638,0.207,41.0,1.0,71.0,70.0,3.0
450684,MEMORIAL HERMANN NORTHEAST HOSPITAL,HUMBLE,HARRIS,Voluntary non-profit - Private,Acute Care Hospitals,3.0,True,17.9,22.0,10.3,15.1,0.595,1.293,39.0,1.0,71.0,71.0,3.0
450848,MEMORIAL HERMANN SUGAR LAND HOSPITAL,SUGAR LAND,FORT BEND,Voluntary non-profit - Private,Acute Care Hospitals,4.0,True,16.8,21.9,9.9,12.6,0.531,0.493,46.0,0.0,69.0,70.0,3.0
670005,MEMORIAL HERMANN SURGICAL HOSPITAL KINGWOOD,KINGWOOD,HARRIS,Proprietary,Acute Care Hospitals,,True,,,,,,,,,73.0,72.0,
450235,MEMORIAL HOSPITAL,GONZALES,GONZALES,Government - Hospital District or Authority,Acute Care Hospitals,,False,17.1,,,14.5,,,,1.0,70.0,77.0,
451386,MEMORIAL HOSPITAL,DUMAS,MOORE,Government - Hospital District or Authority,Critical Access Hospitals,,False,16.9,,,,,,,0.0,87.0,84.0,
451358,MEMORIAL HOSPITAL,SEMINOLE,GAINES,Government - Hospital District or Authority,Critical Access Hospitals,,False,,,,,,,,,,,
451356,MEMORIAL MEDICAL CENTER,PORT LAVACA,CALHOUN,Government - Local,Critical Access Hospitals,4.0,False,17.5,,13.2,15.0,,,,,74.0,77.0,
454124,MESA SPRINGS,FORT WORTH,TARRANT,Proprietary,Psychiatric,,False,,,,,,,,,,,
670340,METHODIST CELINA MEDICAL CENTER,CELINA,COLLIN,Voluntary non-profit - Private,Acute Care Hospitals,,False,,,,,,,,,,,
450723,METHODIST CHARLTON MEDICAL CENTER,DALLAS,DALLAS,Voluntary non-profit - Private,Acute Care Hospitals,3.0,False,15.9,21.7,11.1,14.5,0.311,0.0,86.0,1.0,68.0,72.0,3.0
450051,METHODIST DALLAS MEDICAL CENTER,DALLAS,DALLAS,Voluntary non-profit - Other,Acute Care Hospitals,3.0,False,15.7,19.6,9.9,13.5,0.577,0.58,86.0,2.0,74.0,75.0,3.0
450388,METHODIST HOSPITAL,SAN ANTONIO,BEXAR,Proprietary,Acute Care Hospitals,4.0,False,17.8,21.1,8.4,15.7,0.41,0.404,61.0,1.0,67.0,69.0,3.0
670055,METHODIST HOSPITAL  STONE OAK,SAN ANTONIO,BEXAR,Proprietary,Acute Care Hospitals,4.0,False,17.9,20.9,10.9,12.6,0.695,0.397,73.0,0.0,72.0,70.0,3.0
450165,METHODIST HOSPITAL ATASCOSA,JOURDANTON,ATASCOSA,Proprietary,Acute Care Hospitals,3.0,False,16.8,21.1,11.8,12.9,,,67.0,1.0,68.0,69.0,3.0
670073,METHODIST HOSPITAL FOR SURGERY,ADDISON,DALLAS,Proprietary,Acute Care Hospitals,4.0,False,,,,,,0.0,,0.0,84.0,84.0,4.0
670023,METHODIST MANSFIELD MEDICAL CENTER,MANSFIELD,TARRANT,Voluntary non-profit - Private,Acute Care Hospitals,4.0,False,17.7,20.4,10.2,12.9,0.697,0.373,89.0,2.0,83.0,80.0,4.0
670069,METHODIST MCKINNEY HOSPITAL,MCKINNEY,COLLIN,Physician,Acute Care Hospitals,,False,,,,,,,,0.0,89.0,87.0,
670300,METHODIST MIDLOTHIAN MEDICAL CENTER,MIDLOTHIAN,ELLIS,Voluntary non-profit - Private,Acute Care Hospitals,4.0,False,15.6,19.4,10.1,14.5,,,95.0,1.0,83.0,83.0,4.0
450537,METHODIST RICHARDSON MEDICAL CENTER,RICHARDSON,COLLIN,Voluntary non-profit - Private,Acute Care Hospitals,4.0,False,16.4,20.4,12.0,14.8,0.401,0.094,85.0,2.0,78.0,79.0,4.0
670132,METHODIST SOUTHLAKE MEDICAL CENTER,SOUTHLAKE,TARRANT,Proprietary,Acute Care Hospitals,,False,,21.0,,,,,86.0,0.0,90.0,90.0,5.0
451396,MID COAST MEDICAL CENTER - CENTRAL,LLANO,LLANO,Physician,Critical Access Hospitals,,False,,,,,,,,0.0,,,
670331,MID COAST MEDICAL CENTER-TRINITY,TRINITY,TRINITY,Voluntary non-profit - Other,Acute Care Hospitals,,False,,,,,,,,1.0,,,
450133,MIDLAND MEMORIAL HOSPITAL,MIDLAND,MIDLAND,Government - Hospital District or Authority,Acute Care Hospitals,1.0,False,17.2,20.1,15.1,19.5,1.194,0.484,68.0,4.0,67.0,62.0,3.0
454012,MILLWOOD HOSPITAL,ARLINGTON,TARRANT,Proprietary,Psychiatric,,False,,,,,,,,,,,
450176,MISSION REGIONAL MEDICAL CENTER,MISSION,HIDALGO,Voluntary non-profit - Private,Acute Care Hospitals,4.0,False,17.7,22.9,9.6,11.1,0.0,0.0,58.0,0.0,69.0,67.0,3.0
451342,MITCHELL COUNTY HOSPITAL DISTRICT,COLORADO CITY,MITCHELL,Government - Hospital District or Authority,Critical Access Hospitals,,False,17.3,,,14.1,,,,,83.0,80.0,
451335,MUENSTER MEMORIAL HOSPITAL,MUENSTER,COOKE,Government - Hospital District or Authority,Critical Access Hospitals,,False,,,,,,,,,,,
451372,MULESHOE AREA MEDICAL CENTER,MULESHOE,BAILEY,Proprietary,Critical Access Hospitals,,False,,,,,,,,,,,
450656,NACOGDOCHES MEDICAL CENTER,NACOGDOCHES,NACOGDOCHES,Voluntary non-profit - Other,Acute Care Hospitals,3.0,False,20.4,23.6,10.5,15.6,0.685,0.23,61.0,2.0,70.0,73.0,4.0
450508,NACOGDOCHES MEMORIAL HOSPITAL,NACOGDOCHES,NACOGDOCHES,Proprietary,Acute Care Hospitals,2.0,False,18.5,21.7,10.3,15.6,0.0,,51.0,2.0,78.0,71.0,3.0
450447,NAVARRO REGIONAL HOSPITAL,CORSICANA,NAVARRO,Government - Hospital District or Authority,Acute Care Hospitals,2.0,False,17.5,24.1,13.4,15.3,0.0,0.862,64.0,3.0,53.0,61.0,3.0
453318,NEXUS CHILDRENS HOSPITAL DALLAS,DALLAS,DALLAS,Proprietary,Childrens,,False,,,,,,,,,,,
450641,NOCONA GENERAL HOSPITAL,NOCONA,MONTAGUE,Government - Hospital District or Authority,Acute Care Hospitals,1.0,False,17.0,21.4,10.6,17.7,,,57.0,2.0,85.0,78.0,
450809,NORTH AUSTIN MEDICAL CENTER,AUSTIN,TRAVIS,Proprietary,Acute Care Hospitals,3.0,False,18.8,20.1,10.1,16.8,0.234,0.543,66.0,1.0,69.0,66.0,2.0
670049,NORTH CENTRAL SURGICAL CENTER LLP,DALLAS,DALLAS,Voluntary non-profit - Other,Acute Care Hospitals,,False,,,,,,,,1.0,79.0,77.0,4.0
451315,NORTH RUNNELS HOSPITAL,WINTERS,RUNNELS,Government - Hospital District or Authority,Critical Access Hospitals,,False,16.6,,,14.1,,,,1.0,86.0,87.0,
450090,NORTH TEXAS MEDICAL CENTER,GAINESVILLE,COOKE,Voluntary non-profit - Private,Acute Care Hospitals,4.0,False,16.0,20.2,11.4,12.2,,0.0,78.0,2.0,73.0,71.0,4.0
454008,NORTH TEXAS STATE HOSPITAL,WICHITA FALLS,WICHITA,Government - State,Psychiatric,,False,,,,,,,,,,,
450808,NORTHWEST HILLS SURGICAL HOSPITAL,AUSTIN,TRAVIS,Voluntary non-profit - Private,Acute Care Hospitals,,False,,,,,,,,,79.0,81.0,
450209,NORTHWEST TEXAS HOSPITAL,AMARILLO,POTTER,Voluntary non-profit - Private,Acute Care Hospitals,3.0,False,17.7,21.8,12.7,17.7,0.7,0.415,44.0,2.0,66.0,65.0,3.0
450330,OAKBEND MEDICAL CENTER,RICHMOND,FORT BEND,Government - Hospital District or Authority,Acute Care Hospitals,3.0,True,16.7,22.4,10.7,15.6,0.968,,59.0,0.0,59.0,60.0,2.0
454110,OCEANS BEHAVIORAL  HOSPITAL OF PERMIAN BASIN,MIDLAND,MIDLAND,Proprietary,Psychiatric,,False,,,,,,,,,,,
454122,OCEANS BEHAVIORAL HOSPITAL OF ABILENE,ABILENE,TAYLOR,Proprietary,Psychiatric,,False,,,,,,,,,,,
454154,OCEANS BEHAVIORAL HOSPITAL OF AMARILLO,AMARILLO,POTTER,Proprietary,Psychiatric,,False,,,,,,,,,,,
454155,OCEANS BEHAVIORAL HOSPITAL OF CORPUS CHRISTI,CORPUS CHRISTI,NUECES,Proprietary,Psychiatric,,False,,,,,,,,,,,
454136,OCEANS BEHAVIORAL HOSPITAL OF KATY,KATY,HARRIS,Proprietary,Psychiatric,,True,,,,,,,,,,,
454117,OCEANS BEHAVIORAL HOSPITAL OF LONGVIEW,LONGVIEW,GREGG,Proprietary,Psychiatric,,False,,,,,,,,,,,
454157,OCEANS BEHAVIORAL HOSPITAL OF LUBBOCK,LUBBOCK,LUBBOCK,Proprietary,Psychiatric,,False,,,,,,,,,,,
454123,OCEANS BEHAVIORAL HOSPITAL OF LUFKIN LLC,LUFKIN,ANGELINA,Proprietary,Psychiatric,,False,,,,,,,,,,,
454147,OCEANS BEHAVIORAL HOSPITAL OF PASADENA,PASADENA,HARRIS,Proprietary,Psychiatric,,True,,,,,,,,,,,
454150,OCEANS BEHAVIORAL HOSPITAL OF WACO,WACO,MC LENNAN,Proprietary,Psychiatric,,False,,,,,,,,,,,
451359,OCHILTREE GENERAL HOSPITAL,PERRYTON,OCHILTREE,Government - Hospital District or Authority,Critical Access Hospitals,,False,16.7,,,18.7,,,,0.0,81.0,85.0,
450661,ODESSA REGIONAL MEDICAL CENTER,ODESSA,ECTOR,Proprietary,Acute Care Hospitals,3.0,False,17.1,20.9,9.6,13.5,0.523,0.785,60.0,6.0,61.0,61.0,2.0
451364,OTTO KAISER MEMORIAL HOSPITAL,KENEDY,KARNES,Government - Hospital District or Authority,Critical Access Hospitals,,False,,,,,,,,,,,
451332,PALACIOS COMMUNITY MEDICAL CENTER,PALACIOS,MATAGORDA,Voluntary non-profit - Private,Critical Access Hospitals,,False,,,,,,,,0.0,,,
450747,PALESTINE REGIONAL MEDICAL CENTER,PALESTINE,ANDERSON,Proprietary,Acute Care Hospitals,1.0,False,17.7,21.2,15.6,16.9,,0.0,56.0,1.0,60.0,61.0,3.0
454141,PALMS BEHAVIORAL HEALTH,HARLINGEN,CAMERON,Proprietary,Psychiatric,,False,,,,,,,,,,,
450565,PALO PINTO GENERAL HOSPITAL,MINERAL WELLS,PALO PINTO,Government - Hospital District or Authority,Acute Care Hospitals,3.0,False,17.5,21.3,9.7,13.6,,,54.0,1.0,67.0,68.0,3.0
451398,PAMPA REGIONAL MEDICAL CENTER,PAMPA,GRAY,Voluntary non-profit - Private,Critical Access Hospitals,,False,,,,,,,,0.0,,,
450196,PARIS REGIONAL MEDICAL CENTER,PARIS,LAMAR,Proprietary,Acute Care Hospitals,1.0,False,18.7,22.5,11.6,17.3,0.222,0.406,52.0,3.0,54.0,56.0,2.0
450015,PARKLAND HEALTH & HOSPITAL SYSTEM,DALLAS,DALLAS,Government - Hospital District or Authority,Acute Care Hospitals,3.0,False,16.4,20.5,9.1,10.9,0.677,0.936,51.0,2.0,70.0,70.0,3.0
451334,PARKVIEW HOSPITAL,WHEELER,WHEELER,Government - Hospital District or Authority,Critical Access Hospitals,,False,,,,,,,,,,,
450400,PARKVIEW REGIONAL HOSPITAL,MEXIA,LIMESTONE,Proprietary,Acute Care Hospitals,,False,16.8,21.7,9.4,14.7,,,76.0,1.0,83.0,89.0,
451300,PARMER COUNTY COMMUNITY HOSPITAL,FRIONA,PARMER,Voluntary non-profit - Private,Critical Access Hospitals,,False,,,,,,,,,,,
451389,PECOS COUNTY MEMORIAL HOSPITAL,FORT STOCKTON,PECOS,Government - Local,Critical Access Hospitals,,False,,,,,,,,,,,
454148,PERIMETER BEHAVIORAL HOSPITAL OF ARLINGTON,ARLINGTON,TARRANT,Proprietary,Psychiatric,,False,,,,,,,,,,,
