facility_id,facility_name,city,county,hospital_ownership,hospital_type,overall_rating,is_houston_area,readm_pn_pct,readm_hf_pct,mort_hf_pct,mort_pn_pct,hai_clabsi_sir,hai_cauti_sir,sepsis_bundle_pct,ed_left_without_seen_pct,recommend_pct,rated_9_10_pct,hcahps_star
450101,BAYLOR SCOTT & WHITE MEDICAL CENTER HILLCREST,WACO,MC LENNAN,Voluntary non-profit - Private,Acute Care Hospitals,4.0,False,18.3,21.7,14.2,13.1,0.371,0.19,75.0,4.0,78.0,78.0,4.0
670128,BAYLOR SCOTT & WHITE MEDICAL CENTER PFLUGERVILLE,PFLUGERVILLE,TRAVIS,Voluntary non-profit - Private,Acute Care Hospitals,4.0,False,16.8,21.1,11.7,13.3,,,72.0,2.0,75.0,78.0,4.0
450890,BAYLOR SCOTT & WHITE MEDICAL CENTER PLANO,PLANO,COLLIN,Voluntary non-profit - Other,Acute Care Hospitals,4.0,False,17.2,21.4,9.7,12.8,0.251,0.0,83.0,1.0,83.0,81.0,4.0
670136,BAYLOR SCOTT & WHITE MEDICAL CENTER- AUSTIN,AUSTIN,TRAVIS,Voluntary non-profit - Private,Acute Care Hospitals,,False,17.3,,,15.3,,,78.0,1.0,85.0,81.0,
670088,BAYLOR SCOTT & WHITE MEDICAL CENTER- COLLEGE STATI,COLLEGE STATION,BRAZOS,Voluntary non-profit - Private,Acute Care Hospitals,4.0,False,17.0,21.5,10.9,14.1,0.948,1.411,73.0,2.0,81.0,80.0,4.0
450372,BAYLOR SCOTT & WHITE MEDICAL CENTER- WAXAHACHIE,WAXAHACHIE,ELLIS,Voluntary non-profit - Private,Acute Care Hospitals,4.0,False,18.6,21.5,12.6,12.6,,,81.0,3.0,77.0,75.0,4.0
450864,BAYLOR SCOTT & WHITE TEXAS SPINE & JOINT HOSPITAL,TYLER,SMITH,Physician,Acute Care Hospitals,5.0,False,,,,,,0.0,,1.0,86.0,81.0,4.0
670025,BAYLOR SCOTT & WHITE THE HEART HOSPITAL PLANO,PLANO,COLLIN,Physician,Acute Care Hospitals,4.0,False,16.2,20.2,11.0,12.1,,,42.0,1.0,88.0,87.0,4.0
670082,BAYLOR SCOTT AND WHITE  MEDICAL CENTER  MCKINNEY,MC KINNEY,COLLIN,Voluntary non-profit - Private,Acute Care Hospitals,4.0,False,17.2,22.3,8.5,11.0,0.0,1.583,86.0,1.0,79.0,79.0,4.0
450137,BAYLOR SCOTT AND WHITE ALL SAINTS MEDICAL CENTER,FORT WORTH,TARRANT,Voluntary non-profit - Private,Acute Care Hospitals,4.0,False,18.5,20.9,8.3,12.4,0.516,0.517,80.0,1.0,74.0,74.0,3.0
670107,BAYLOR SCOTT AND WHITE EMERGENCY HOSPITAL,BURLESON,JOHNSON,Proprietary,Acute Care Hospitals,,False,,,,,,,,2.0,77.0,75.0,
670346,BAYLOR SCOTT AND WHITE MEDICAL CENTER FRISCO AT PG,FRISCO,DENTON,Voluntary non-profit - Private,Acute Care Hospitals,,False,,,,,,,,,,,
450742,BAYLOR SCOTT AND WHITE MEDICAL CENTER LAKE POINTE,ROWLETT,DALLAS,Voluntary non-profit - Private,Acute Care Hospitals,4.0,False,18.8,21.7,11.7,13.4,0.0,0.0,77.0,2.0,69.0,72.0,3.0
670060,BAYLOR SCOTT AND WHITE MEDICAL CENTER SUNNYVALE,SUNNYVALE,DALLAS,Proprietary,Acute Care Hospitals,2.0,False,17.9,19.5,12.7,14.7,0.912,2.363,42.0,2.0,51.0,55.0,2.0
450422,BAYLOR SCOTT AND WHITE MEDICAL CENTER UPTOWN,DALLAS,DALLAS,Proprietary,Acute Care Hospitals,,False,,,,,,,,2.0,74.0,73.0,
670067,BAYLOR SCOTT AND WHITE ORTHOPEDIC AND SPINE HOSPI,ARLINGTON,TARRANT,Proprietary,Acute Care Hospitals,,False,,,,,,,,0.0,82.0,82.0,5.0
670076,BAYLOR SCOTT AND WHITE SURGICAL HOSPITAL AT SHERMA,SHERMAN,GRAYSON,Physician,Acute Care Hospitals,3.0,False,,,,,,,,1.0,86.0,82.0,
450880,BAYLOR SCOTT AND WHITE SURGICAL HOSPITAL FORTWORTH,FORT WORTH,TARRANT,Physician,Acute Care Hospitals,,False,,,,,,,,0.0,74.0,75.0,4.0
670347,BAYLOR SCOTT AND WHITE THE HEART HOSPITAL CORINTH,DENTON,DENTON,Physician,Acute Care Hospitals,,False,,,,,,,,,,,
450895,BAYLOR SCOTT WHITE THE HEART HOSPITAL CORINTH,DENTON,DENTON,Proprietary,Acute Care Hospitals,,False,,,,,,,,,,,
450193,Baylor St Lukes Medical Center,HOUSTON,HARRIS,Voluntary non-profit - Church,Acute Care Hospitals,4.0,True,17.1,20.0,7.2,11.7,0.77,0.417,70.0,2.0,66.0,70.0,2.0
450874,BAYLOR SURGICAL HOSPITAL AT LAS COLINAS,IRVING,DALLAS,Proprietary,Acute Care Hospitals,,False,,,,,,,,1.0,78.0,77.0,3.0
450021,BAYLOR UNIVERSITY MEDICAL CENTER,DALLAS,DALLAS,Voluntary non-profit - Private,Acute Care Hospitals,4.0,False,17.3,22.6,12.9,9.8,0.463,0.428,70.0,3.0,74.0,71.0,3.0
451320,BAYSIDE COMMUNITY HOSPITAL,ANAHUAC,CHAMBERS,Voluntary non-profit - Other,Critical Access Hospitals,,False,,,,,,,,1.0,,,
670109,BAYTOWN MEDICAL CENTER LP,BAYTOWN,HARRIS,Proprietary,Acute Care Hospitals,,True,,,,,,,,1.0,,,
454107,BEHAVIORAL HOSPITAL OF BELLAIRE,HOUSTON,HARRIS,Proprietary,Psychiatric,,True,,,,,,,,,,,
450253,BELLVILLE MEDICAL CENTER,BELLVILLE,AUSTIN,Government - Hospital District or Authority,Acute Care Hospitals,,False,,,,,,,,1.0,,,
451378,BIG BEND REGIONAL MEDICAL CENTER,ALPINE,BREWSTER,Proprietary,Critical Access Hospitals,,False,17.5,,,16.1,,,98.0,,64.0,64.0,4.0
454000,BIG SPRING STATE HOSPITAL,BIG SPRING,HOWARD,Government - State,Psychiatric,,False,,,,,,,,,,,
45069F,Brooke Army Medical Center (FT Sam Houston),Fort Sam Houston,BEXAR,Department of Defense,Acute Care - Department of Defense,,False,,,,,0.442,0.224,48.0,2.0,88.0,85.0,5.0
450399,BROWNFIELD REGIONAL MEDICAL CENTER,BROWNFIELD,TERRY,Government - Hospital District or Authority,Acute Care Hospitals,,False,16.9,,,,,,,4.0,62.0,73.0,
670326,BRUSHY CREEK FAMILY HOSPITAL LLC,ROUND ROCK,WILLIAMSON,Proprietary,Acute Care Hospitals,,False,,,,,,,,,,,
450231,BSA HOSPITAL,AMARILLO,POTTER,Proprietary,Acute Care Hospitals,2.0,False,17.7,19.7,11.4,16.3,0.749,0.675,71.0,1.0,76.0,73.0,3.0
451305,BURLESON ST JOSEPH HEALTH CENTER,CALDWELL,BURLESON,Voluntary non-profit - Private,Critical Access Hospitals,,False,,,,,,,,0.0,,,
